geocodigoFundar,geonombreFundar,anio,valor_en_gw
AFG,Afganistán,2012,0.000100000005
AFG,Afganistán,2013,0.000100000005
AFG,Afganistán,2014,0.000100000005
AFG,Afganistán,2015,0.000100000005
AFG,Afganistán,2016,0.000100000005
AFG,Afganistán,2017,0.00040000002
AFG,Afganistán,2018,0.00040000002
AFG,Afganistán,2019,0.00040000002
AFG,Afganistán,2020,0.00040000002
AFG,Afganistán,2021,0.00040000002
AFG,Afganistán,2022,0.00040000002
AFG,Afganistán,2000,
AFG,Afganistán,2001,
AFG,Afganistán,2002,
AFG,Afganistán,2003,
AFG,Afganistán,2004,
AFG,Afganistán,2005,
AFG,Afganistán,2006,
AFG,Afganistán,2007,
AFG,Afganistán,2008,
AFG,Afganistán,2009,
AFG,Afganistán,2010,
AFG,Afganistán,2011,
DZA,Argelia,2012,
DZA,Argelia,2013,
DZA,Argelia,2014,0.0102
DZA,Argelia,2015,0.0102
DZA,Argelia,2016,0.0102
DZA,Argelia,2017,0.0102
DZA,Argelia,2018,0.010000001
DZA,Argelia,2019,0.010000001
DZA,Argelia,2020,0.010000001
DZA,Argelia,2021,0.010000001
DZA,Argelia,2022,0.010000001
DZA,Argelia,2000,
DZA,Argelia,2001,
DZA,Argelia,2002,
DZA,Argelia,2003,
DZA,Argelia,2004,
DZA,Argelia,2005,
DZA,Argelia,2006,
DZA,Argelia,2007,
DZA,Argelia,2008,
DZA,Argelia,2009,
DZA,Argelia,2010,
DZA,Argelia,2011,
ATG,Antigua y Barbuda,2012,
ATG,Antigua y Barbuda,2013,
ATG,Antigua y Barbuda,2014,
ATG,Antigua y Barbuda,2015,
ATG,Antigua y Barbuda,2016,
ATG,Antigua y Barbuda,2017,
ATG,Antigua y Barbuda,2018,
ATG,Antigua y Barbuda,2019,
ATG,Antigua y Barbuda,2020,0.004
ATG,Antigua y Barbuda,2021,0.004
ATG,Antigua y Barbuda,2022,0.004
ATG,Antigua y Barbuda,2000,
ATG,Antigua y Barbuda,2001,
ATG,Antigua y Barbuda,2002,
ATG,Antigua y Barbuda,2003,
ATG,Antigua y Barbuda,2004,
ATG,Antigua y Barbuda,2005,
ATG,Antigua y Barbuda,2006,
ATG,Antigua y Barbuda,2007,
ATG,Antigua y Barbuda,2008,
ATG,Antigua y Barbuda,2009,
ATG,Antigua y Barbuda,2010,
ATG,Antigua y Barbuda,2011,
ARG,Argentina,2012,0.13697901
ARG,Argentina,2013,0.18997902
ARG,Argentina,2014,0.21518701
ARG,Argentina,2015,0.18710402
ARG,Argentina,2016,0.187442
ARG,Argentina,2017,0.22674201
ARG,Argentina,2018,0.750342
ARG,Argentina,2019,1.609359
ARG,Argentina,2020,2.6239042
ARG,Argentina,2021,3.2921243
ARG,Argentina,2022,3.3093152
ARG,Argentina,2000,0.014112001
ARG,Argentina,2001,0.024829002
ARG,Argentina,2002,0.025798002
ARG,Argentina,2003,0.025729
ARG,Argentina,2004,0.027829003
ARG,Argentina,2005,0.027829003
ARG,Argentina,2006,0.027829003
ARG,Argentina,2007,0.027829003
ARG,Argentina,2008,0.027829003
ARG,Argentina,2009,0.027829003
ARG,Argentina,2010,0.027829003
ARG,Argentina,2011,0.059579
ARM,Armenia,2012,0.0026400003
ARM,Armenia,2013,0.0026400003
ARM,Armenia,2014,0.0026400003
ARM,Armenia,2015,0.0026
ARM,Armenia,2016,0.0029250002
ARM,Armenia,2017,0.0029250002
ARM,Armenia,2018,0.0029250002
ARM,Armenia,2019,0.0029250002
ARM,Armenia,2020,0.0029250002
ARM,Armenia,2021,0.0029250002
ARM,Armenia,2022,0.0029250002
ARM,Armenia,2000,
ARM,Armenia,2001,
ARM,Armenia,2002,
ARM,Armenia,2003,
ARM,Armenia,2004,
ARM,Armenia,2005,0.0026400003
ARM,Armenia,2006,0.0026400003
ARM,Armenia,2007,0.0026400003
ARM,Armenia,2008,0.0026400003
ARM,Armenia,2009,0.0026400003
ARM,Armenia,2010,0.0026400003
ARM,Armenia,2011,0.0026400003
ABW,Aruba,2012,0.030000001
ABW,Aruba,2013,0.030000001
ABW,Aruba,2014,0.030000001
ABW,Aruba,2015,0.030000001
ABW,Aruba,2016,0.030000001
ABW,Aruba,2017,0.030000001
ABW,Aruba,2018,0.030000001
ABW,Aruba,2019,0.030000001
ABW,Aruba,2020,0.030000001
ABW,Aruba,2021,0.030000001
ABW,Aruba,2022,0.030000001
ABW,Aruba,2000,
ABW,Aruba,2001,
ABW,Aruba,2002,
ABW,Aruba,2003,
ABW,Aruba,2004,
ABW,Aruba,2005,
ABW,Aruba,2006,
ABW,Aruba,2007,
ABW,Aruba,2008,
ABW,Aruba,2009,0.030000001
ABW,Aruba,2010,0.030000001
ABW,Aruba,2011,0.030000001
AUS,Australia,2012,2.561
AUS,Australia,2013,3.2210002
AUS,Australia,2014,3.7970002
AUS,Australia,2015,4.181
AUS,Australia,2016,4.3240004
AUS,Australia,2017,4.8120003
AUS,Australia,2018,5.4420004
AUS,Australia,2019,6.2790003
AUS,Australia,2020,8.603001
AUS,Australia,2021,8.9506
AUS,Australia,2022,10.134001
AUS,Australia,2000,0.033
AUS,Australia,2001,0.076000005
AUS,Australia,2002,0.106000006
AUS,Australia,2003,0.19000001
AUS,Australia,2004,0.379
AUS,Australia,2005,0.74
AUS,Australia,2006,0.81900007
AUS,Australia,2007,1.2490001
AUS,Australia,2008,1.4410001
AUS,Australia,2009,1.7030001
AUS,Australia,2010,1.8640001
AUS,Australia,2011,2.127
AUT,Austria,2012,1.3371501
AUT,Austria,2013,1.674538
AUT,Austria,2014,2.110275
AUT,Austria,2015,2.4887261
AUT,Austria,2016,2.7299962
AUT,Austria,2017,2.8866982
AUT,Austria,2018,3.132713
AUT,Austria,2019,3.224117
AUT,Austria,2020,3.225979
AUT,Austria,2021,3.4078112
AUT,Austria,2022,3.7358112
AUT,Austria,2000,0.05
AUT,Austria,2001,0.067
AUT,Austria,2002,0.109000005
AUT,Austria,2003,0.32200003
AUT,Austria,2004,0.58100003
AUT,Austria,2005,0.82521904
AUT,Austria,2006,0.96826905
AUT,Austria,2007,0.991159
AUT,Austria,2008,0.99197406
AUT,Austria,2009,1.000985
AUT,Austria,2010,1.015828
AUT,Austria,2011,1.105966
AZE,Azerbaiyán,2012,0.002
AZE,Azerbaiyán,2013,0.0027
AZE,Azerbaiyán,2014,0.0027
AZE,Azerbaiyán,2015,0.008
AZE,Azerbaiyán,2016,0.015700001
AZE,Azerbaiyán,2017,0.015700001
AZE,Azerbaiyán,2018,0.066
AZE,Azerbaiyán,2019,0.066
AZE,Azerbaiyán,2020,0.066
AZE,Azerbaiyán,2021,0.066
AZE,Azerbaiyán,2022,0.066
AZE,Azerbaiyán,2000,
AZE,Azerbaiyán,2001,
AZE,Azerbaiyán,2002,
AZE,Azerbaiyán,2003,
AZE,Azerbaiyán,2004,
AZE,Azerbaiyán,2005,
AZE,Azerbaiyán,2006,
AZE,Azerbaiyán,2007,
AZE,Azerbaiyán,2008,
AZE,Azerbaiyán,2009,0.002
AZE,Azerbaiyán,2010,0.002
AZE,Azerbaiyán,2011,0.002
BHR,Bahrein,2012,0.00068000006
BHR,Bahrein,2013,0.00068000006
BHR,Bahrein,2014,0.00068000006
BHR,Bahrein,2015,0.00068000006
BHR,Bahrein,2016,0.00068000006
BHR,Bahrein,2017,0.00068000006
BHR,Bahrein,2018,0.00068000006
BHR,Bahrein,2019,0.00068000006
BHR,Bahrein,2020,0.00068000006
BHR,Bahrein,2021,0.00068000006
BHR,Bahrein,2022,0.00074000005
BHR,Bahrein,2000,
BHR,Bahrein,2001,
BHR,Bahrein,2002,
BHR,Bahrein,2003,
BHR,Bahrein,2004,
BHR,Bahrein,2005,
BHR,Bahrein,2006,
BHR,Bahrein,2007,
BHR,Bahrein,2008,0.000675
BHR,Bahrein,2009,0.000675
BHR,Bahrein,2010,0.00068000006
BHR,Bahrein,2011,0.00068000006
BGD,Bangladesh,2012,0.0019
BGD,Bangladesh,2013,0.0019
BGD,Bangladesh,2014,0.0019
BGD,Bangladesh,2015,0.0029000002
BGD,Bangladesh,2016,0.0029000002
BGD,Bangladesh,2017,0.0029000002
BGD,Bangladesh,2018,0.0029000002
BGD,Bangladesh,2019,0.0029000002
BGD,Bangladesh,2020,0.0029000002
BGD,Bangladesh,2021,0.0029000002
BGD,Bangladesh,2022,0.0029000002
BGD,Bangladesh,2000,
BGD,Bangladesh,2001,
BGD,Bangladesh,2002,
BGD,Bangladesh,2003,
BGD,Bangladesh,2004,
BGD,Bangladesh,2005,
BGD,Bangladesh,2006,0.00090000004
BGD,Bangladesh,2007,0.00090000004
BGD,Bangladesh,2008,0.0019
BGD,Bangladesh,2009,0.0019
BGD,Bangladesh,2010,0.0019
BGD,Bangladesh,2011,0.0019
BRB,Barbados,2012,4.0000003e-05
BRB,Barbados,2013,4.0000003e-05
BRB,Barbados,2014,4.0000003e-05
BRB,Barbados,2015,4.0000003e-05
BRB,Barbados,2016,6.0000002e-05
BRB,Barbados,2017,6.0000002e-05
BRB,Barbados,2018,6.0000002e-05
BRB,Barbados,2019,6.0000002e-05
BRB,Barbados,2020,6.0000002e-05
BRB,Barbados,2021,6.0000002e-05
BRB,Barbados,2022,0.00116
BRB,Barbados,2000,4.0000003e-05
BRB,Barbados,2001,4.0000003e-05
BRB,Barbados,2002,4.0000003e-05
BRB,Barbados,2003,4.0000003e-05
BRB,Barbados,2004,4.0000003e-05
BRB,Barbados,2005,4.0000003e-05
BRB,Barbados,2006,4.0000003e-05
BRB,Barbados,2007,4.0000003e-05
BRB,Barbados,2008,4.0000003e-05
BRB,Barbados,2009,4.0000003e-05
BRB,Barbados,2010,4.0000003e-05
BRB,Barbados,2011,4.0000003e-05
BLR,Belarús,2012,0.0050000004
BLR,Belarús,2013,0.007
BLR,Belarús,2014,0.009000001
BLR,Belarús,2015,0.022000002
BLR,Belarús,2016,0.062000003
BLR,Belarús,2017,0.08400001
BLR,Belarús,2018,0.09200001
BLR,Belarús,2019,0.112
BLR,Belarús,2020,0.112
BLR,Belarús,2021,0.111700006
BLR,Belarús,2022,0.111700006
BLR,Belarús,2000,0.00025
BLR,Belarús,2001,0.0006
BLR,Belarús,2002,0.0011000001
BLR,Belarús,2003,0.0011000001
BLR,Belarús,2004,0.0011000001
BLR,Belarús,2005,0.0011000001
BLR,Belarús,2006,0.0011000001
BLR,Belarús,2007,0.0019
BLR,Belarús,2008,0.0019
BLR,Belarús,2009,0.0019
BLR,Belarús,2010,0.0019
BLR,Belarús,2011,0.002
BEL,Bélgica,2012,1.3669001
BEL,Bélgica,2013,1.769
BEL,Bélgica,2014,1.9327
BEL,Bélgica,2015,2.1813002
BEL,Bélgica,2016,2.3338
BEL,Bélgica,2017,2.7794
BEL,Bélgica,2018,3.3049002
BEL,Bélgica,2019,3.8635
BEL,Bélgica,2020,4.6727004
BEL,Bélgica,2021,4.9484
BEL,Bélgica,2022,5.2514
BEL,Bélgica,2000,0.014
BEL,Bélgica,2001,0.026
BEL,Bélgica,2002,0.031000001
BEL,Bélgica,2003,0.067
BEL,Bélgica,2004,0.096
BEL,Bélgica,2005,0.16700001
BEL,Bélgica,2006,0.21200001
BEL,Bélgica,2007,0.27600002
BEL,Bélgica,2008,0.324
BEL,Bélgica,2009,0.60800004
BEL,Bélgica,2010,0.91200006
BEL,Bélgica,2011,1.069
BLZ,Belice,2012,2.0000001e-05
BLZ,Belice,2013,2.0000001e-05
BLZ,Belice,2014,2.0000001e-05
BLZ,Belice,2015,2.0000001e-05
BLZ,Belice,2016,2.0000001e-05
BLZ,Belice,2017,2.0000001e-05
BLZ,Belice,2018,2.0000001e-05
BLZ,Belice,2019,2.0000001e-05
BLZ,Belice,2020,2.0000001e-05
BLZ,Belice,2021,2.0000001e-05
BLZ,Belice,2022,2.0000001e-05
BLZ,Belice,2000,2.0000001e-05
BLZ,Belice,2001,2.0000001e-05
BLZ,Belice,2002,2.0000001e-05
BLZ,Belice,2003,2.0000001e-05
BLZ,Belice,2004,2.0000001e-05
BLZ,Belice,2005,2.0000001e-05
BLZ,Belice,2006,2.0000001e-05
BLZ,Belice,2007,2.0000001e-05
BLZ,Belice,2008,2.0000001e-05
BLZ,Belice,2009,2.0000001e-05
BLZ,Belice,2010,2.0000001e-05
BLZ,Belice,2011,2.0000001e-05
BTN,Bhután,2012,
BTN,Bhután,2013,
BTN,Bhután,2014,
BTN,Bhután,2015,0.0006
BTN,Bhután,2016,0.0006
BTN,Bhután,2017,0.0006
BTN,Bhután,2018,0.0006
BTN,Bhután,2019,0.0006
BTN,Bhután,2020,0.0006
BTN,Bhután,2021,0.0006
BTN,Bhután,2022,0.0006
BTN,Bhután,2000,
BTN,Bhután,2001,
BTN,Bhután,2002,
BTN,Bhután,2003,
BTN,Bhután,2004,
BTN,Bhután,2005,
BTN,Bhután,2006,
BTN,Bhután,2007,
BTN,Bhután,2008,
BTN,Bhután,2009,
BTN,Bhután,2010,
BTN,Bhután,2011,
BOL,Bolivia,2012,0.000100000005
BOL,Bolivia,2013,0.000100000005
BOL,Bolivia,2014,0.0031600003
BOL,Bolivia,2015,0.0031600003
BOL,Bolivia,2016,0.027
BOL,Bolivia,2017,0.027
BOL,Bolivia,2018,0.027
BOL,Bolivia,2019,0.027
BOL,Bolivia,2020,0.027
BOL,Bolivia,2021,0.1278
BOL,Bolivia,2022,0.1314
BOL,Bolivia,2000,
BOL,Bolivia,2001,
BOL,Bolivia,2002,
BOL,Bolivia,2003,
BOL,Bolivia,2004,
BOL,Bolivia,2005,
BOL,Bolivia,2006,
BOL,Bolivia,2007,
BOL,Bolivia,2008,
BOL,Bolivia,2009,
BOL,Bolivia,2010,0.000100000005
BOL,Bolivia,2011,0.000100000005
BES,Bonaire,2012,0.01023
BES,Bonaire,2013,0.01113
BES,Bonaire,2014,0.01113
BES,Bonaire,2015,0.01113
BES,Bonaire,2016,0.01113
BES,Bonaire,2017,0.01113
BES,Bonaire,2018,0.01113
BES,Bonaire,2019,0.01113
BES,Bonaire,2020,0.01113
BES,Bonaire,2021,0.01113
BES,Bonaire,2022,0.01113
BES,Bonaire,2000,
BES,Bonaire,2001,
BES,Bonaire,2002,
BES,Bonaire,2003,
BES,Bonaire,2004,
BES,Bonaire,2005,
BES,Bonaire,2006,
BES,Bonaire,2007,0.00033000004
BES,Bonaire,2008,0.00033000004
BES,Bonaire,2009,0.01023
BES,Bonaire,2010,0.01023
BES,Bonaire,2011,0.01023
BIH,Bosnia y Herzegovina,2012,0.0003
BIH,Bosnia y Herzegovina,2013,0.0003
BIH,Bosnia y Herzegovina,2014,0.0003
BIH,Bosnia y Herzegovina,2015,0.0003
BIH,Bosnia y Herzegovina,2016,0.0003
BIH,Bosnia y Herzegovina,2017,0.0003
BIH,Bosnia y Herzegovina,2018,0.051000003
BIH,Bosnia y Herzegovina,2019,0.087000005
BIH,Bosnia y Herzegovina,2020,0.087000005
BIH,Bosnia y Herzegovina,2021,0.135
BIH,Bosnia y Herzegovina,2022,0.135
BIH,Bosnia y Herzegovina,2000,
BIH,Bosnia y Herzegovina,2001,
BIH,Bosnia y Herzegovina,2002,
BIH,Bosnia y Herzegovina,2003,
BIH,Bosnia y Herzegovina,2004,
BIH,Bosnia y Herzegovina,2005,
BIH,Bosnia y Herzegovina,2006,
BIH,Bosnia y Herzegovina,2007,
BIH,Bosnia y Herzegovina,2008,
BIH,Bosnia y Herzegovina,2009,
BIH,Bosnia y Herzegovina,2010,
BIH,Bosnia y Herzegovina,2011,0.0003
BRA,Brasil,2012,1.894
BRA,Brasil,2013,2.2020202
BRA,Brasil,2014,4.8880534
BRA,Brasil,2015,7.633116
BRA,Brasil,2016,10.129156
BRA,Brasil,2017,12.304273
BRA,Brasil,2018,14.843095
BRA,Brasil,2019,15.438379
BRA,Brasil,2020,17.198324
BRA,Brasil,2021,21.16127
BRA,Brasil,2022,24.16313
BRA,Brasil,2000,0.022000002
BRA,Brasil,2001,0.024
BRA,Brasil,2002,0.022000002
BRA,Brasil,2003,0.024
BRA,Brasil,2004,0.024
BRA,Brasil,2005,0.029000001
BRA,Brasil,2006,0.23700002
BRA,Brasil,2007,0.24700001
BRA,Brasil,2008,0.39800003
BRA,Brasil,2009,0.60200006
BRA,Brasil,2010,0.92700005
BRA,Brasil,2011,1.4260001
VGB,Islas Vírgenes Británicas,2012,0.0005
VGB,Islas Vírgenes Británicas,2013,0.0005
VGB,Islas Vírgenes Británicas,2014,0.0005
VGB,Islas Vírgenes Británicas,2015,0.0005
VGB,Islas Vírgenes Británicas,2016,0.0005
VGB,Islas Vírgenes Británicas,2017,0.0005
VGB,Islas Vírgenes Británicas,2018,0.0005
VGB,Islas Vírgenes Británicas,2019,0.00080100005
VGB,Islas Vírgenes Británicas,2020,0.00080100005
VGB,Islas Vírgenes Británicas,2021,0.00080100005
VGB,Islas Vírgenes Británicas,2022,0.00080100005
VGB,Islas Vírgenes Británicas,2000,
VGB,Islas Vírgenes Británicas,2001,
VGB,Islas Vírgenes Británicas,2002,
VGB,Islas Vírgenes Británicas,2003,
VGB,Islas Vírgenes Británicas,2004,
VGB,Islas Vírgenes Británicas,2005,
VGB,Islas Vírgenes Británicas,2006,
VGB,Islas Vírgenes Británicas,2007,
VGB,Islas Vírgenes Británicas,2008,
VGB,Islas Vírgenes Británicas,2009,
VGB,Islas Vírgenes Británicas,2010,0.0005
VGB,Islas Vírgenes Británicas,2011,0.0005
BGR,Bulgaria,2012,0.67700005
BGR,Bulgaria,2013,0.683
BGR,Bulgaria,2014,0.69900006
BGR,Bulgaria,2015,0.69900006
BGR,Bulgaria,2016,0.69900006
BGR,Bulgaria,2017,0.69839007
BGR,Bulgaria,2018,0.69892
BGR,Bulgaria,2019,0.70312005
BGR,Bulgaria,2020,0.70280004
BGR,Bulgaria,2021,0.704375
BGR,Bulgaria,2022,0.704375
BGR,Bulgaria,2000,
BGR,Bulgaria,2001,
BGR,Bulgaria,2002,
BGR,Bulgaria,2003,
BGR,Bulgaria,2004,0.001
BGR,Bulgaria,2005,0.008
BGR,Bulgaria,2006,0.027
BGR,Bulgaria,2007,0.030000001
BGR,Bulgaria,2008,0.11400001
BGR,Bulgaria,2009,0.333
BGR,Bulgaria,2010,0.48800004
BGR,Bulgaria,2011,0.541
KHM,Camboya,2012,0.00025
KHM,Camboya,2013,0.00025
KHM,Camboya,2014,0.00025
KHM,Camboya,2015,0.00025
KHM,Camboya,2016,0.00025
KHM,Camboya,2017,0.00025
KHM,Camboya,2018,0.00025
KHM,Camboya,2019,0.00025
KHM,Camboya,2020,0.00025
KHM,Camboya,2021,0.00025
KHM,Camboya,2022,0.00025
KHM,Camboya,2000,
KHM,Camboya,2001,
KHM,Camboya,2002,
KHM,Camboya,2003,
KHM,Camboya,2004,
KHM,Camboya,2005,
KHM,Camboya,2006,
KHM,Camboya,2007,
KHM,Camboya,2008,
KHM,Camboya,2009,0.00025
KHM,Camboya,2010,0.00025
KHM,Camboya,2011,0.00025
CAN,Canadá,2012,6.201
CAN,Canadá,2013,7.8010006
CAN,Canadá,2014,9.694
CAN,Canadá,2015,11.214001
CAN,Canadá,2016,11.973001
CAN,Canadá,2017,12.250001
CAN,Canadá,2018,12.816001
CAN,Canadá,2019,13.413001
CAN,Canadá,2020,13.626961
CAN,Canadá,2021,14.30356
CAN,Canadá,2022,15.295461
CAN,Canadá,2000,0.09200001
CAN,Canadá,2001,0.13100001
CAN,Canadá,2002,0.16100001
CAN,Canadá,2003,0.32700002
CAN,Canadá,2004,0.44400004
CAN,Canadá,2005,0.67700005
CAN,Canadá,2006,1.4230001
CAN,Canadá,2007,1.84
CAN,Canadá,2008,2.3360002
CAN,Canadá,2009,3.282
CAN,Canadá,2010,3.9670002
CAN,Canadá,2011,5.2650003
CPV,Cabo Verde,2012,0.027200002
CPV,Cabo Verde,2013,0.027200002
CPV,Cabo Verde,2014,0.027200002
CPV,Cabo Verde,2015,0.027200002
CPV,Cabo Verde,2016,0.027200002
CPV,Cabo Verde,2017,0.027200002
CPV,Cabo Verde,2018,0.027800001
CPV,Cabo Verde,2019,0.027800001
CPV,Cabo Verde,2020,0.027800001
CPV,Cabo Verde,2021,0.027800001
CPV,Cabo Verde,2022,0.027800001
CPV,Cabo Verde,2000,
CPV,Cabo Verde,2001,
CPV,Cabo Verde,2002,0.0021
CPV,Cabo Verde,2003,0.0026800002
CPV,Cabo Verde,2004,0.0024
CPV,Cabo Verde,2005,0.0024
CPV,Cabo Verde,2006,0.0021
CPV,Cabo Verde,2007,0.0021
CPV,Cabo Verde,2008,0.0021
CPV,Cabo Verde,2009,0.0021
CPV,Cabo Verde,2010,0.0018000001
CPV,Cabo Verde,2011,0.017
TCD,Chad,2012,
TCD,Chad,2013,
TCD,Chad,2014,
TCD,Chad,2015,
TCD,Chad,2016,0.0011000001
TCD,Chad,2017,0.0011000001
TCD,Chad,2018,0.0011000001
TCD,Chad,2019,0.0011000001
TCD,Chad,2020,0.0011000001
TCD,Chad,2021,0.0011000001
TCD,Chad,2022,0.0011000001
TCD,Chad,2000,
TCD,Chad,2001,
TCD,Chad,2002,
TCD,Chad,2003,
TCD,Chad,2004,
TCD,Chad,2005,
TCD,Chad,2006,
TCD,Chad,2007,
TCD,Chad,2008,
TCD,Chad,2009,
TCD,Chad,2010,
TCD,Chad,2011,
CHL,Chile,2012,0.202
CHL,Chile,2013,0.30100003
CHL,Chile,2014,0.73600006
CHL,Chile,2015,0.91
CHL,Chile,2016,1.039
CHL,Chile,2017,1.3050001
CHL,Chile,2018,1.524
CHL,Chile,2019,1.620074
CHL,Chile,2020,2.148996
CHL,Chile,2021,3.1370063
CHL,Chile,2022,3.8296793
CHL,Chile,2000,
CHL,Chile,2001,0.002
CHL,Chile,2002,0.002
CHL,Chile,2003,0.002
CHL,Chile,2004,0.002
CHL,Chile,2005,0.002
CHL,Chile,2006,0.002
CHL,Chile,2007,0.020000001
CHL,Chile,2008,0.020000001
CHL,Chile,2009,0.163
CHL,Chile,2010,0.163
CHL,Chile,2011,0.18400002
CHN,China,2012,61.596874
CHN,China,2013,76.73054
CHN,China,2014,96.81914
CHN,China,2015,131.04773
CHN,China,2016,148.51689
CHN,China,2017,164.3745
CHN,China,2018,184.66489
CHN,China,2019,209.58191
CHN,China,2020,282.11267
CHN,China,2021,328.97345
CHN,China,2022,365.9642
CHN,China,2000,0.34100002
CHN,China,2001,0.38300002
CHN,China,2002,0.44900003
CHN,China,2003,0.54700005
CHN,China,2004,0.763
CHN,China,2005,1.0600001
CHN,China,2006,2.0700002
CHN,China,2007,4.2000003
CHN,China,2008,8.387728
CHN,China,2009,17.59941
CHN,China,2010,29.63348
CHN,China,2011,46.354603
COL,Colombia,2012,0.018420001
COL,Colombia,2013,0.018420001
COL,Colombia,2014,0.018420001
COL,Colombia,2015,0.018420001
COL,Colombia,2016,0.018420001
COL,Colombia,2017,0.018420001
COL,Colombia,2018,0.018420001
COL,Colombia,2019,0.018420001
COL,Colombia,2020,0.018420001
COL,Colombia,2021,0.018420001
COL,Colombia,2022,0.018420001
COL,Colombia,2000,
COL,Colombia,2001,
COL,Colombia,2002,
COL,Colombia,2003,
COL,Colombia,2004,0.020000001
COL,Colombia,2005,0.010000001
COL,Colombia,2006,0.018420001
COL,Colombia,2007,0.018420001
COL,Colombia,2008,0.018420001
COL,Colombia,2009,0.018420001
COL,Colombia,2010,0.018420001
COL,Colombia,2011,0.018420001
COK,Islas Cook,2012,4.0000003e-05
COK,Islas Cook,2013,4.0000003e-05
COK,Islas Cook,2014,4.0000003e-05
COK,Islas Cook,2015,4.0000003e-05
COK,Islas Cook,2016,4.0000003e-05
COK,Islas Cook,2017,4.0000003e-05
COK,Islas Cook,2018,4.0000003e-05
COK,Islas Cook,2019,4.0000003e-05
COK,Islas Cook,2020,4.0000003e-05
COK,Islas Cook,2021,4.0000003e-05
COK,Islas Cook,2022,4.0000003e-05
COK,Islas Cook,2000,
COK,Islas Cook,2001,
COK,Islas Cook,2002,
COK,Islas Cook,2003,4.0000003e-05
COK,Islas Cook,2004,4.0000003e-05
COK,Islas Cook,2005,4.0000003e-05
COK,Islas Cook,2006,4.0000003e-05
COK,Islas Cook,2007,4.0000003e-05
COK,Islas Cook,2008,4.0000003e-05
COK,Islas Cook,2009,4.0000003e-05
COK,Islas Cook,2010,4.0000003e-05
COK,Islas Cook,2011,4.0000003e-05
CRI,Costa Rica,2012,0.14360002
CRI,Costa Rica,2013,0.14360002
CRI,Costa Rica,2014,0.19310002
CRI,Costa Rica,2015,0.27210003
CRI,Costa Rica,2016,0.36510003
CRI,Costa Rica,2017,0.37782001
CRI,Costa Rica,2018,0.40777
CRI,Costa Rica,2019,0.41092002
CRI,Costa Rica,2020,0.39352
CRI,Costa Rica,2021,0.39352
CRI,Costa Rica,2022,0.39022002
CRI,Costa Rica,2000,0.0425
CRI,Costa Rica,2001,0.0623
CRI,Costa Rica,2002,0.0623
CRI,Costa Rica,2003,0.0686
CRI,Costa Rica,2004,0.0686
CRI,Costa Rica,2005,0.0686
CRI,Costa Rica,2006,0.0686
CRI,Costa Rica,2007,0.066
CRI,Costa Rica,2008,0.066
CRI,Costa Rica,2009,0.1155
CRI,Costa Rica,2010,0.1155
CRI,Costa Rica,2011,0.12830001
HRV,Croacia,2012,0.18
HRV,Croacia,2013,0.254
HRV,Croacia,2014,0.33900002
HRV,Croacia,2015,0.418
HRV,Croacia,2016,0.483
HRV,Croacia,2017,0.5761
HRV,Croacia,2018,0.5863
HRV,Croacia,2019,0.6463
HRV,Croacia,2020,0.80130005
HRV,Croacia,2021,0.9869001
HRV,Croacia,2022,1.0429001
HRV,Croacia,2000,
HRV,Croacia,2001,
HRV,Croacia,2002,
HRV,Croacia,2003,
HRV,Croacia,2004,0.006
HRV,Croacia,2005,0.006
HRV,Croacia,2006,0.017
HRV,Croacia,2007,0.017
HRV,Croacia,2008,0.017
HRV,Croacia,2009,0.07
HRV,Croacia,2010,0.079
HRV,Croacia,2011,0.13000001
CUB,Cuba,2012,0.0117500005
CUB,Cuba,2013,0.0117500005
CUB,Cuba,2014,0.0117500005
CUB,Cuba,2015,0.0117500005
CUB,Cuba,2016,0.0117500005
CUB,Cuba,2017,0.0117500005
CUB,Cuba,2018,0.0117500005
CUB,Cuba,2019,0.0117500005
CUB,Cuba,2020,0.0117500005
CUB,Cuba,2021,0.0117500005
CUB,Cuba,2022,0.0117500005
CUB,Cuba,2000,0.00045000002
CUB,Cuba,2001,0.00045000002
CUB,Cuba,2002,0.00045000002
CUB,Cuba,2003,0.00045000002
CUB,Cuba,2004,0.00045000002
CUB,Cuba,2005,0.0021500003
CUB,Cuba,2006,0.0021500003
CUB,Cuba,2007,0.0021500003
CUB,Cuba,2008,0.0072500003
CUB,Cuba,2009,0.0072500003
CUB,Cuba,2010,0.0072500003
CUB,Cuba,2011,0.0117500005
CUW,Curazao,2012,0.030000001
CUW,Curazao,2013,0.030000001
CUW,Curazao,2014,0.030000001
CUW,Curazao,2015,0.030000001
CUW,Curazao,2016,0.030000001
CUW,Curazao,2017,0.047250003
CUW,Curazao,2018,0.047250003
CUW,Curazao,2019,0.047250003
CUW,Curazao,2020,0.047250003
CUW,Curazao,2021,0.047250003
CUW,Curazao,2022,0.047250003
CUW,Curazao,2000,0.012
CUW,Curazao,2001,0.012
CUW,Curazao,2002,0.012
CUW,Curazao,2003,0.012
CUW,Curazao,2004,0.012
CUW,Curazao,2005,0.012
CUW,Curazao,2006,0.012
CUW,Curazao,2007,0.012
CUW,Curazao,2008,0.012
CUW,Curazao,2009,0.012
CUW,Curazao,2010,0.012
CUW,Curazao,2011,0.012
CYP,Chipre,2012,0.147225
CYP,Chipre,2013,0.147225
CYP,Chipre,2014,0.147225
CYP,Chipre,2015,0.157725
