"geonombreFundar","anio","sector","valor_en_mtco2e","geocodigoFundar"
"Santiago del Estero","2022","Energía","1.4","AR-G"
"Santiago del Estero","2010","PIUP","0","AR-G"
"Santiago del Estero","2011","PIUP","0","AR-G"
"Santiago del Estero","2012","PIUP","0","AR-G"
"Santiago del Estero","2013","PIUP","0","AR-G"
"Santiago del Estero","2014","PIUP","0","AR-G"
"Santiago del Estero","2015","PIUP","0","AR-G"
"Santiago del Estero","2016","PIUP","0","AR-G"
"Santiago del Estero","2017","PIUP","0","AR-G"
"Santiago del Estero","2018","PIUP","0","AR-G"
"Santiago del Estero","2019","PIUP","0","AR-G"
"Santiago del Estero","2020","PIUP","0","AR-G"
"Santiago del Estero","2021","PIUP","0","AR-G"
"Santiago del Estero","2022","PIUP","0","AR-G"
"Santiago del Estero","2010","AGSyOUT","29.69","AR-G"
"Santiago del Estero","2011","AGSyOUT","29.3","AR-G"
"Santiago del Estero","2012","AGSyOUT","29.97","AR-G"
"Santiago del Estero","2013","AGSyOUT","28.97","AR-G"
"Santiago del Estero","2014","AGSyOUT","20.23","AR-G"
"Santiago del Estero","2015","AGSyOUT","17.52","AR-G"
"Santiago del Estero","2016","AGSyOUT","15.31","AR-G"
"Santiago del Estero","2017","AGSyOUT","17.23","AR-G"
"Santiago del Estero","2018","AGSyOUT","15.19","AR-G"
"Santiago del Estero","2019","AGSyOUT","11.72","AR-G"
"Santiago del Estero","2020","AGSyOUT","19.07","AR-G"
"Santiago del Estero","2021","AGSyOUT","21.92","AR-G"
"Santiago del Estero","2022","AGSyOUT","19","AR-G"
"Santiago del Estero","2010","Residuos","0.22","AR-G"
"Santiago del Estero","2011","Residuos","0.22","AR-G"
"Santiago del Estero","2012","Residuos","0.23","AR-G"
"Santiago del Estero","2013","Residuos","0.23","AR-G"
"Santiago del Estero","2014","Residuos","0.23","AR-G"
"Santiago del Estero","2015","Residuos","0.23","AR-G"
"Santiago del Estero","2016","Residuos","0.23","AR-G"
"Santiago del Estero","2017","Residuos","0.24","AR-G"
"Santiago del Estero","2018","Residuos","0.24","AR-G"
"Santiago del Estero","2019","Residuos","0.25","AR-G"
"Santiago del Estero","2020","Residuos","0.24","AR-G"
"Santiago del Estero","2021","Residuos","0.24","AR-G"
"Santiago del Estero","2022","Residuos","0.25","AR-G"
"Tucumán","2010","Energía","4.18","AR-T"
"Tucumán","2011","Energía","4.61","AR-T"
"Tucumán","2012","Energía","4.74","AR-T"
"Tucumán","2013","Energía","4.69","AR-T"
"Tucumán","2014","Energía","5","AR-T"
"Tucumán","2015","Energía","5.45","AR-T"
"Tucumán","2016","Energía","5.24","AR-T"
"Tucumán","2017","Energía","5.08","AR-T"
"Tucumán","2018","Energía","5.21","AR-T"
"Tucumán","2019","Energía","4.15","AR-T"
"Tucumán","2020","Energía","4.22","AR-T"
"Tucumán","2021","Energía","5.1","AR-T"
"Tucumán","2022","Energía","4.44","AR-T"
"Tucumán","2010","PIUP","0","AR-T"
"Tucumán","2011","PIUP","0","AR-T"
"Tucumán","2012","PIUP","0","AR-T"
"Tucumán","2013","PIUP","0","AR-T"
"Tucumán","2014","PIUP","0","AR-T"
"Tucumán","2015","PIUP","0","AR-T"
"Tucumán","2016","PIUP","0","AR-T"
"Tucumán","2017","PIUP","0","AR-T"
"Tucumán","2018","PIUP","0","AR-T"
"Tucumán","2019","PIUP","0","AR-T"
"Tucumán","2020","PIUP","0","AR-T"
"Tucumán","2021","PIUP","0","AR-T"
"Tucumán","2022","PIUP","0","AR-T"
"Tucumán","2010","AGSyOUT","1.69","AR-T"
"Tucumán","2011","AGSyOUT","1.13","AR-T"
"Tucumán","2012","AGSyOUT","1.79","AR-T"
"Tucumán","2013","AGSyOUT","1.74","AR-T"
"Tucumán","2014","AGSyOUT","1.17","AR-T"
"Tucumán","2015","AGSyOUT","1.09","AR-T"
"Tucumán","2016","AGSyOUT","0.21","AR-T"
"Tucumán","2017","AGSyOUT","0.27","AR-T"
"Tucumán","2018","AGSyOUT","0.1","AR-T"
"Tucumán","2019","AGSyOUT","0.56","AR-T"
"Tucumán","2020","AGSyOUT","0.92","AR-T"
"Tucumán","2021","AGSyOUT","1.13","AR-T"
"Tucumán","2022","AGSyOUT","1.12","AR-T"
"Tucumán","2010","Residuos","0.55","AR-T"
"Tucumán","2011","Residuos","0.57","AR-T"
"Tucumán","2012","Residuos","0.6","AR-T"
"Tucumán","2013","Residuos","0.61","AR-T"
"Tucumán","2014","Residuos","0.63","AR-T"
"Tucumán","2015","Residuos","0.64","AR-T"
"Tucumán","2016","Residuos","0.66","AR-T"
"Tucumán","2017","Residuos","0.67","AR-T"
"Tucumán","2018","Residuos","0.68","AR-T"
"Tucumán","2019","Residuos","0.7","AR-T"
"Tucumán","2020","Residuos","0.71","AR-T"
"Tucumán","2021","Residuos","0.71","AR-T"
"Tucumán","2022","Residuos","0.71","AR-T"
"Tierra del Fuego","2010","Energía","3.42","AR-V"
"Tierra del Fuego","2011","Energía","3.32","AR-V"
"Tierra del Fuego","2012","Energía","3.4","AR-V"
"Tierra del Fuego","2013","Energía","3.26","AR-V"
"Tierra del Fuego","2014","Energía","3.31","AR-V"
"Tierra del Fuego","2015","Energía","3.22","AR-V"
"Tierra del Fuego","2016","Energía","3.35","AR-V"
"Tierra del Fuego","2017","Energía","3.53","AR-V"
"Tierra del Fuego","2018","Energía","3.37","AR-V"
"Tierra del Fuego","2019","Energía","3.38","AR-V"
"Tierra del Fuego","2020","Energía","3.16","AR-V"
"Tierra del Fuego","2021","Energía","3.14","AR-V"
"Tierra del Fuego","2022","Energía","3.09","AR-V"
"Tierra del Fuego","2010","PIUP","0","AR-V"
"Tierra del Fuego","2011","PIUP","0","AR-V"
"Tierra del Fuego","2012","PIUP","0","AR-V"
"Tierra del Fuego","2013","PIUP","0","AR-V"
"Tierra del Fuego","2014","PIUP","0","AR-V"
"Tierra del Fuego","2015","PIUP","0","AR-V"
"Tierra del Fuego","2016","PIUP","0","AR-V"
"Tierra del Fuego","2017","PIUP","0","AR-V"
"Tierra del Fuego","2018","PIUP","0","AR-V"
"Tierra del Fuego","2019","PIUP","0","AR-V"
"Tierra del Fuego","2020","PIUP","0","AR-V"
"Tierra del Fuego","2021","PIUP","0","AR-V"
"Tierra del Fuego","2022","PIUP","0","AR-V"
"Tierra del Fuego","2010","AGSyOUT","2.23","AR-V"
"Tierra del Fuego","2011","AGSyOUT","2.19","AR-V"
"Tierra del Fuego","2012","AGSyOUT","2.19","AR-V"
"Tierra del Fuego","2013","AGSyOUT","2.17","AR-V"
"Tierra del Fuego","2014","AGSyOUT","0.29","AR-V"
"Tierra del Fuego","2015","AGSyOUT","0.29","AR-V"
"Tierra del Fuego","2016","AGSyOUT","0.37","AR-V"
"Tierra del Fuego","2017","AGSyOUT","0.24","AR-V"
"Tierra del Fuego","2018","AGSyOUT","0.2","AR-V"
"Tierra del Fuego","2019","AGSyOUT","0.58","AR-V"
"Tierra del Fuego","2020","AGSyOUT","0.35","AR-V"
"Tierra del Fuego","2021","AGSyOUT","0.44","AR-V"
"Tierra del Fuego","2022","AGSyOUT","0.73","AR-V"
"Tierra del Fuego","2010","Residuos","0.03","AR-V"
"Tierra del Fuego","2011","Residuos","0.04","AR-V"
"Tierra del Fuego","2012","Residuos","0.04","AR-V"
"Tierra del Fuego","2013","Residuos","0.04","AR-V"
"Tierra del Fuego","2014","Residuos","0.04","AR-V"
"Tierra del Fuego","2015","Residuos","0.04","AR-V"
"Tierra del Fuego","2016","Residuos","0.04","AR-V"
"Tierra del Fuego","2017","Residuos","0.04","AR-V"
"Tierra del Fuego","2018","Residuos","0.04","AR-V"
"Tierra del Fuego","2019","Residuos","0.04","AR-V"
"Tierra del Fuego","2020","Residuos","0.05","AR-V"
"Tierra del Fuego","2021","Residuos","0.05","AR-V"
"Tierra del Fuego","2022","Residuos","0.05","AR-V"
