"geocodigoFundar","geonombreFundar","year","poverty_line","poverty_rate"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2013","4.20000","0.11478"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2014","4.20000","0.12364"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2015","4.20000","0.13151"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2016","4.20000","0.14648"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2017","4.20000","0.14612"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2018","4.20000","0.14611"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2019","4.20000","0.14574"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2020","4.20000","0.16260"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2021","4.20000","0.15665"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2022","4.20000","0.14961"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2023","4.20000","0.15061"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2024","4.20000","0.15385"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2025","4.20000","0.15640"
"OHI","Países de altos ingresos","1981","4.20000","0.01618"
"OHI","Países de altos ingresos","1982","4.20000","0.01602"
"OHI","Países de altos ingresos","1983","4.20000","0.01519"
"OHI","Países de altos ingresos","1984","4.20000","0.01342"
"OHI","Países de altos ingresos","1985","4.20000","0.01262"
"OHI","Países de altos ingresos","1986","4.20000","0.01195"
"OHI","Países de altos ingresos","1987","4.20000","0.01169"
"OHI","Países de altos ingresos","1988","4.20000","0.01028"
"OHI","Países de altos ingresos","1989","4.20000","0.00974"
"OHI","Países de altos ingresos","1990","4.20000","0.00959"
"OHI","Países de altos ingresos","1991","4.20000","0.00950"
"OHI","Países de altos ingresos","1992","4.20000","0.01024"
"OHI","Países de altos ingresos","1993","4.20000","0.01063"
"OHI","Países de altos ingresos","1994","4.20000","0.01071"
"OHI","Países de altos ingresos","1995","4.20000","0.00924"
"OHI","Países de altos ingresos","1996","4.20000","0.00891"
"OHI","Países de altos ingresos","1997","4.20000","0.00965"
"OHI","Países de altos ingresos","1998","4.20000","0.00971"
"OHI","Países de altos ingresos","1999","4.20000","0.00842"
"OHI","Países de altos ingresos","2000","4.20000","0.00896"
"OHI","Países de altos ingresos","2001","4.20000","0.00913"
"OHI","Países de altos ingresos","2002","4.20000","0.00871"
"OHI","Países de altos ingresos","2003","4.20000","0.00936"
"OHI","Países de altos ingresos","2004","4.20000","0.00886"
"OHI","Países de altos ingresos","2005","4.20000","0.00912"
"OHI","Países de altos ingresos","2006","4.20000","0.00857"
"OHI","Países de altos ingresos","2007","4.20000","0.00856"
"OHI","Países de altos ingresos","2008","4.20000","0.00896"
"OHI","Países de altos ingresos","2009","4.20000","0.00874"
"OHI","Países de altos ingresos","2010","4.20000","0.00859"
"OHI","Países de altos ingresos","2011","4.20000","0.00906"
"OHI","Países de altos ingresos","2012","4.20000","0.00961"
"OHI","Países de altos ingresos","2013","4.20000","0.00930"
"OHI","Países de altos ingresos","2014","4.20000","0.00965"
"OHI","Países de altos ingresos","2015","4.20000","0.00952"
"OHI","Países de altos ingresos","2016","4.20000","0.00927"
"OHI","Países de altos ingresos","2017","4.20000","0.00938"
"OHI","Países de altos ingresos","2018","4.20000","0.00932"
"OHI","Países de altos ingresos","2019","4.20000","0.00892"
"OHI","Países de altos ingresos","2020","4.20000","0.00642"
"OHI","Países de altos ingresos","2021","4.20000","0.00580"
"OHI","Países de altos ingresos","2022","4.20000","0.00892"
"OHI","Países de altos ingresos","2023","4.20000","0.00889"
"OHI","Países de altos ingresos","2024","4.20000","0.00808"
"OHI","Países de altos ingresos","2025","4.20000","0.00806"
"SAS","Asia del Sur (BM)","1981","4.20000","0.82131"
"SAS","Asia del Sur (BM)","1982","4.20000","0.81271"
"SAS","Asia del Sur (BM)","1983","4.20000","0.79359"
"SAS","Asia del Sur (BM)","1984","4.20000","0.79230"
"SAS","Asia del Sur (BM)","1985","4.20000","0.79038"
"SAS","Asia del Sur (BM)","1986","4.20000","0.79059"
"SAS","Asia del Sur (BM)","1987","4.20000","0.79346"
"SAS","Asia del Sur (BM)","1988","4.20000","0.79297"
"SAS","Asia del Sur (BM)","1989","4.20000","0.78936"
"SAS","Asia del Sur (BM)","1990","4.20000","0.78561"
"SAS","Asia del Sur (BM)","1991","4.20000","0.78176"
"SAS","Asia del Sur (BM)","1992","4.20000","0.77242"
"SAS","Asia del Sur (BM)","1993","4.20000","0.76738"
"SAS","Asia del Sur (BM)","1994","4.20000","0.75737"
"SAS","Asia del Sur (BM)","1995","4.20000","0.75349"
"SAS","Asia del Sur (BM)","1996","4.20000","0.74815"
"SAS","Asia del Sur (BM)","1997","4.20000","0.74541"
"SAS","Asia del Sur (BM)","1998","4.20000","0.74405"
"SAS","Asia del Sur (BM)","1999","4.20000","0.74183"
"SAS","Asia del Sur (BM)","2000","4.20000","0.74157"
"SAS","Asia del Sur (BM)","2001","4.20000","0.74276"
"SAS","Asia del Sur (BM)","2002","4.20000","0.74152"
"SAS","Asia del Sur (BM)","2003","4.20000","0.73377"
"SAS","Asia del Sur (BM)","2004","4.20000","0.72308"
"SAS","Asia del Sur (BM)","2005","4.20000","0.71080"
"SAS","Asia del Sur (BM)","2006","4.20000","0.69215"
"SAS","Asia del Sur (BM)","2007","4.20000","0.67352"
"SAS","Asia del Sur (BM)","2008","4.20000","0.65924"
"SAS","Asia del Sur (BM)","2009","4.20000","0.64721"
"SAS","Asia del Sur (BM)","2010","4.20000","0.60853"
"SAS","Asia del Sur (BM)","2011","4.20000","0.57522"
"SAS","Asia del Sur (BM)","2012","4.20000","0.54807"
"SAS","Asia del Sur (BM)","2013","4.20000","0.52028"
"SAS","Asia del Sur (BM)","2014","4.20000","0.48808"
"SAS","Asia del Sur (BM)","2015","4.20000","0.45175"
"SAS","Asia del Sur (BM)","2016","4.20000","0.41425"
"SAS","Asia del Sur (BM)","2017","4.20000","0.37872"
"SAS","Asia del Sur (BM)","2018","4.20000","0.34598"
"SAS","Asia del Sur (BM)","2019","4.20000","0.32748"
"SAS","Asia del Sur (BM)","2020","4.20000","0.34043"
"SAS","Asia del Sur (BM)","2021","4.20000","0.31082"
"SAS","Asia del Sur (BM)","2022","4.20000","0.27724"
"SAS","Asia del Sur (BM)","2023","4.20000","0.24742"
"SAS","Asia del Sur (BM)","2024","4.20000","0.22094"
"SAS","Asia del Sur (BM)","2025","4.20000","0.19829"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1981","4.20000","0.70029"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1982","4.20000","0.70912"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1983","4.20000","0.72171"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1984","4.20000","0.72824"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1985","4.20000","0.72869"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1986","4.20000","0.72768"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1987","4.20000","0.72829"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1988","4.20000","0.72803"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1989","4.20000","0.73016"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1990","4.20000","0.73351"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1991","4.20000","0.74099"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1992","4.20000","0.74975"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1993","4.20000","0.75858"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1994","4.20000","0.76033"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1995","4.20000","0.75780"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1996","4.20000","0.75452"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1997","4.20000","0.75329"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1998","4.20000","0.75462"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1999","4.20000","0.75643"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2000","4.20000","0.75508"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2001","4.20000","0.75077"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2002","4.20000","0.74766"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2003","4.20000","0.74404"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2004","4.20000","0.72467"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2005","4.20000","0.71144"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2006","4.20000","0.69882"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2007","4.20000","0.69113"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2008","4.20000","0.68036"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2009","4.20000","0.67538"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2010","4.20000","0.66290"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2011","4.20000","0.65452"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2012","4.20000","0.64551"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2013","4.20000","0.63639"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2014","4.20000","0.62710"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2015","4.20000","0.62601"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2016","4.20000","0.62376"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2017","4.20000","0.62078"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2018","4.20000","0.61860"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2019","4.20000","0.61942"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2020","4.20000","0.63553"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2021","4.20000","0.63626"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2022","4.20000","0.63115"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2023","4.20000","0.62929"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2024","4.20000","0.62852"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2025","4.20000","0.62088"
"WLD","Mundo","1981","4.20000","0.57029"
"WLD","Mundo","1982","4.20000","0.57015"
"WLD","Mundo","1983","4.20000","0.56990"
"WLD","Mundo","1984","4.20000","0.56817"
"WLD","Mundo","1985","4.20000","0.56520"
"WLD","Mundo","1986","4.20000","0.55873"
"WLD","Mundo","1987","4.20000","0.56015"
"WLD","Mundo","1988","4.20000","0.55541"
"WLD","Mundo","1989","4.20000","0.55918"
"WLD","Mundo","1990","4.20000","0.55906"
"WLD","Mundo","1991","4.20000","0.55908"
"WLD","Mundo","1992","4.20000","0.55636"
"WLD","Mundo","1993","4.20000","0.55442"
"WLD","Mundo","1994","4.20000","0.54791"
"WLD","Mundo","1995","4.20000","0.53658"
"WLD","Mundo","1996","4.20000","0.52850"
"WLD","Mundo","1997","4.20000","0.52286"
"WLD","Mundo","1998","4.20000","0.52194"
"WLD","Mundo","1999","4.20000","0.52138"
"WLD","Mundo","2000","4.20000","0.50976"
"WLD","Mundo","2001","4.20000","0.50026"
"WLD","Mundo","2002","4.20000","0.48666"
"WLD","Mundo","2003","4.20000","0.47375"
"WLD","Mundo","2004","4.20000","0.45624"
"WLD","Mundo","2005","4.20000","0.43842"
"WLD","Mundo","2006","4.20000","0.42296"
"WLD","Mundo","2007","4.20000","0.40595"
"WLD","Mundo","2008","4.20000","0.39345"
"WLD","Mundo","2009","4.20000","0.38149"
"WLD","Mundo","2010","4.20000","0.35866"
"WLD","Mundo","2011","4.20000","0.33763"
"WLD","Mundo","2012","4.20000","0.32075"
"WLD","Mundo","2013","4.20000","0.29297"
"WLD","Mundo","2014","4.20000","0.27823"
"WLD","Mundo","2015","4.20000","0.26201"
"WLD","Mundo","2016","4.20000","0.24758"
"WLD","Mundo","2017","4.20000","0.23538"
"WLD","Mundo","2018","4.20000","0.22234"
"WLD","Mundo","2019","4.20000","0.21347"
"WLD","Mundo","2020","4.20000","0.21852"
"WLD","Mundo","2021","4.20000","0.20998"
"WLD","Mundo","2022","4.20000","0.20062"
"WLD","Mundo","2023","4.20000","0.19255"
"WLD","Mundo","2024","4.20000","0.18646"
"WLD","Mundo","2025","4.20000","0.18061"
"AFE","África Oriental y Meridional","1981","8.30000","0.88316"
"AFE","África Oriental y Meridional","1982","8.30000","0.88485"
"AFE","África Oriental y Meridional","1983","8.30000","0.88758"
"AFE","África Oriental y Meridional","1984","8.30000","0.88997"
"AFE","África Oriental y Meridional","1985","8.30000","0.89262"
"AFE","África Oriental y Meridional","1986","8.30000","0.89167"
"AFE","África Oriental y Meridional","1987","8.30000","0.88925"
"AFE","África Oriental y Meridional","1988","8.30000","0.88747"
"AFE","África Oriental y Meridional","1989","8.30000","0.88655"
"AFE","África Oriental y Meridional","1990","8.30000","0.88910"
"AFE","África Oriental y Meridional","1991","8.30000","0.89141"
"AFE","África Oriental y Meridional","1992","8.30000","0.89582"
"AFE","África Oriental y Meridional","1993","8.30000","0.90605"
"AFE","África Oriental y Meridional","1994","8.30000","0.90733"
"AFE","África Oriental y Meridional","1995","8.30000","0.90407"
"AFE","África Oriental y Meridional","1996","8.30000","0.90101"
"AFE","África Oriental y Meridional","1997","8.30000","0.89906"
"AFE","África Oriental y Meridional","1998","8.30000","0.90102"
"AFE","África Oriental y Meridional","1999","8.30000","0.90379"
"AFE","África Oriental y Meridional","2000","8.30000","0.90501"
"AFE","África Oriental y Meridional","2001","8.30000","0.90521"
"AFE","África Oriental y Meridional","2002","8.30000","0.90562"
"AFE","África Oriental y Meridional","2003","8.30000","0.90721"
"AFE","África Oriental y Meridional","2004","8.30000","0.90278"
"AFE","África Oriental y Meridional","2005","8.30000","0.89896"
"AFE","África Oriental y Meridional","2006","8.30000","0.89132"
"AFE","África Oriental y Meridional","2007","8.30000","0.88721"
"AFE","África Oriental y Meridional","2008","8.30000","0.88321"
"AFE","África Oriental y Meridional","2009","8.30000","0.88361"
"AFE","África Oriental y Meridional","2010","8.30000","0.88052"
"AFE","África Oriental y Meridional","2011","8.30000","0.87713"
"AFE","África Oriental y Meridional","2012","8.30000","0.87755"
"AFE","África Oriental y Meridional","2013","8.30000","0.87635"
"AFE","África Oriental y Meridional","2014","8.30000","0.87467"
"AFE","África Oriental y Meridional","2015","8.30000","0.87434"
"AFE","África Oriental y Meridional","2016","8.30000","0.87654"
"AFE","África Oriental y Meridional","2017","8.30000","0.88052"
"AFE","África Oriental y Meridional","2018","8.30000","0.88474"
"AFE","África Oriental y Meridional","2019","8.30000","0.88912"
"AFE","África Oriental y Meridional","2020","8.30000","0.89812"
"AFE","África Oriental y Meridional","2021","8.30000","0.90025"
"AFE","África Oriental y Meridional","2022","8.30000","0.89908"
"AFE","África Oriental y Meridional","2023","8.30000","0.90055"
"AFE","África Oriental y Meridional","2024","8.30000","0.90169"
"AFE","África Oriental y Meridional","2025","8.30000","0.89965"
"AFW","África Occidental y Central","1981","8.30000","0.89206"
"AFW","África Occidental y Central","1982","8.30000","0.90079"
"AFW","África Occidental y Central","1983","8.30000","0.91243"
"AFW","África Occidental y Central","1984","8.30000","0.91548"
"AFW","África Occidental y Central","1985","8.30000","0.91282"
"AFW","África Occidental y Central","1986","8.30000","0.91587"
"AFW","África Occidental y Central","1987","8.30000","0.92197"
"AFW","África Occidental y Central","1988","8.30000","0.92402"
"AFW","África Occidental y Central","1989","8.30000","0.92648"
"AFW","África Occidental y Central","1990","8.30000","0.92395"
"AFW","África Occidental y Central","1991","8.30000","0.92724"
"AFW","África Occidental y Central","1992","8.30000","0.92829"
"AFW","África Occidental y Central","1993","8.30000","0.92930"
"AFW","África Occidental y Central","1994","8.30000","0.93040"
"AFW","África Occidental y Central","1995","8.30000","0.93101"
"AFW","África Occidental y Central","1996","8.30000","0.92849"
"AFW","África Occidental y Central","1997","8.30000","0.92895"
"AFW","África Occidental y Central","1998","8.30000","0.92968"
"AFW","África Occidental y Central","1999","8.30000","0.93103"
"AFW","África Occidental y Central","2000","8.30000","0.93172"
"AFW","África Occidental y Central","2001","8.30000","0.93071"
"AFW","África Occidental y Central","2002","8.30000","0.92666"
"AFW","África Occidental y Central","2003","8.30000","0.92643"
"AFW","África Occidental y Central","2004","8.30000","0.92234"
"AFW","África Occidental y Central","2005","8.30000","0.91883"
"AFW","África Occidental y Central","2006","8.30000","0.91505"
"AFW","África Occidental y Central","2007","8.30000","0.91235"
"AFW","África Occidental y Central","2008","8.30000","0.90678"
"AFW","África Occidental y Central","2009","8.30000","0.90325"
"AFW","África Occidental y Central","2010","8.30000","0.89652"
"AFW","África Occidental y Central","2011","8.30000","0.89469"
"AFW","África Occidental y Central","2012","8.30000","0.88729"
"AFW","África Occidental y Central","2013","8.30000","0.88021"
"AFW","África Occidental y Central","2014","8.30000","0.87206"
"AFW","África Occidental y Central","2015","8.30000","0.87155"
"AFW","África Occidental y Central","2016","8.30000","0.86939"
"AFW","África Occidental y Central","2017","8.30000","0.86437"
"AFW","África Occidental y Central","2018","8.30000","0.85998"
"AFW","África Occidental y Central","2019","8.30000","0.85716"
"AFW","África Occidental y Central","2020","8.30000","0.86539"
"AFW","África Occidental y Central","2021","8.30000","0.86338"
"AFW","África Occidental y Central","2022","8.30000","0.86169"
"AFW","África Occidental y Central","2023","8.30000","0.85836"
"AFW","África Occidental y Central","2024","8.30000","0.85566"
"AFW","África Occidental y Central","2025","8.30000","0.85079"
"ARG","Argentina","1980","8.30000","0.07455"
"ARG","Argentina","1986","8.30000","0.05977"
"ARG","Argentina","1987","8.30000","0.09632"
"ARG","Argentina","1991","8.30000","0.17291"
"ARG","Argentina","1992","8.30000","0.17889"
"ARG","Argentina","1993","8.30000","0.17384"
"ARG","Argentina","1994","8.30000","0.18490"
"ARG","Argentina","1995","8.30000","0.23957"
"ARG","Argentina","1996","8.30000","0.25845"
"ARG","Argentina","1997","8.30000","0.24789"
"ARG","Argentina","1998","8.30000","0.27028"
"ARG","Argentina","1999","8.30000","0.27995"
"ARG","Argentina","2000","8.30000","0.30933"
"ARG","Argentina","2001","8.30000","0.34265"
"ARG","Argentina","2002","8.30000","0.49062"
"ARG","Argentina","2003","8.30000","0.33063"
"ARG","Argentina","2004","8.30000","0.28563"
"ARG","Argentina","2005","8.30000","0.24499"
"ARG","Argentina","2006","8.30000","0.19928"
"ARG","Argentina","2007","8.30000","0.18865"
"ARG","Argentina","2008","8.30000","0.16698"
"ARG","Argentina","2009","8.30000","0.15204"
"ARG","Argentina","2010","8.30000","0.13574"
"ARG","Argentina","2011","8.30000","0.11327"
"ARG","Argentina","2012","8.30000","0.10316"
"ARG","Argentina","2013","8.30000","0.10382"
"ARG","Argentina","2014","8.30000","0.11701"
"ARG","Argentina","2016","8.30000","0.11526"
"ARG","Argentina","2017","8.30000","0.09817"
"ARG","Argentina","2018","8.30000","0.12510"
"ARG","Argentina","2019","8.30000","0.14898"
"ARG","Argentina","2020","8.30000","0.18279"
"ARG","Argentina","2021","8.30000","0.14192"
"ARG","Argentina","2022","8.30000","0.13894"
"ARG","Argentina","2023","8.30000","0.16445"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1981","8.30000","0.97933"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1982","8.30000","0.97890"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1983","8.30000","0.97849"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1984","8.30000","0.97854"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1985","8.30000","0.97901"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1986","8.30000","0.97832"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1987","8.30000","0.97687"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1988","8.30000","0.97459"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1989","8.30000","0.97039"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1990","8.30000","0.96845"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1991","8.30000","0.96586"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1992","8.30000","0.96262"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1993","8.30000","0.95862"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1994","8.30000","0.95185"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1995","8.30000","0.94395"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1996","8.30000","0.93448"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1997","8.30000","0.92907"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1998","8.30000","0.92677"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1999","8.30000","0.92171"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2000","8.30000","0.91071"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2001","8.30000","0.89674"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2002","8.30000","0.87702"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2003","8.30000","0.85993"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2004","8.30000","0.83921"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2005","8.30000","0.81499"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2006","8.30000","0.79326"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2007","8.30000","0.76409"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2008","8.30000","0.74383"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2009","8.30000","0.71503"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2010","8.30000","0.67538"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2011","8.30000","0.64431"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2012","8.30000","0.60813"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2013","8.30000","0.55796"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2014","8.30000","0.52088"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2015","8.30000","0.48679"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2016","8.30000","0.45428"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2017","8.30000","0.43138"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2018","8.30000","0.39779"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2019","8.30000","0.37108"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2020","8.30000","0.37739"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2021","8.30000","0.31985"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2022","8.30000","0.31833"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2023","8.30000","0.30327"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2024","8.30000","0.28880"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2025","8.30000","0.27659"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1981","8.30000","0.37469"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1982","8.30000","0.37437"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1983","8.30000","0.36700"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1984","8.30000","0.36488"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1985","8.30000","0.36070"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1986","8.30000","0.35929"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1987","8.30000","0.35468"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1988","8.30000","0.35195"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1989","8.30000","0.35308"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1990","8.30000","0.36470"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1991","8.30000","0.39072"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1992","8.30000","0.43218"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1993","8.30000","0.49110"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1994","8.30000","0.53085"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1995","8.30000","0.47597"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1996","8.30000","0.51394"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1997","8.30000","0.48822"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1998","8.30000","0.49227"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1999","8.30000","0.56667"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2000","8.30000","0.53346"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2001","8.30000","0.50335"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2002","8.30000","0.47528"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2003","8.30000","0.45946"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2004","8.30000","0.41018"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2005","8.30000","0.37382"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2006","8.30000","0.33581"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2007","8.30000","0.29769"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2008","8.30000","0.25343"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2009","8.30000","0.25816"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2010","8.30000","0.24347"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2011","8.30000","0.22840"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2012","8.30000","0.22168"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2013","8.30000","0.18387"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2014","8.30000","0.18241"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2015","8.30000","0.18730"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2016","8.30000","0.18042"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2017","8.30000","0.16716"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2018","8.30000","0.15430"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2019","8.30000","0.14632"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2020","8.30000","0.13888"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2021","8.30000","0.12012"
