geocodigoFundar,geonombreFundar,anio,share_expo
CUW,Curazao,2012,0.0
CXR,Isla Christmas,2009,0.0
CYM,Islas Caimán,2001,0.0
CYM,Islas Caimán,1995,0.0
CYM,Islas Caimán,2002,0.0
CYM,Islas Caimán,2000,0.0
CYM,Islas Caimán,1975,0.0
CYM,Islas Caimán,2006,0.0
CYM,Islas Caimán,2011,0.0
CYP,Chipre,1994,0.0
CYP,Chipre,2007,0.0
CYP,Chipre,2014,9.9999997e-05
CYP,Chipre,2002,0.0
CYP,Chipre,2001,0.0
CYP,Chipre,2009,0.0
CYP,Chipre,2013,9.9999997e-05
CYP,Chipre,2004,0.0
CYP,Chipre,2021,9.9999997e-05
CYP,Chipre,1992,9.9999997e-05
CYP,Chipre,1976,0.0
CYP,Chipre,2018,0.0
CYP,Chipre,2020,0.0
CYP,Chipre,1998,9.9999997e-05
CYP,Chipre,1979,0.0
CYP,Chipre,1991,0.0
CYP,Chipre,1989,0.0
CYP,Chipre,1990,0.0
CYP,Chipre,2010,9.9999997e-05
CYP,Chipre,1996,9.9999997e-05
CYP,Chipre,2012,0.00019999999
CYP,Chipre,1995,0.0
CYP,Chipre,2003,0.0
CYP,Chipre,1978,0.0
CYP,Chipre,1980,0.0
CYP,Chipre,2016,0.0
CYP,Chipre,1993,9.9999997e-05
CYP,Chipre,2000,0.0
CYP,Chipre,1971,0.0
CYP,Chipre,2005,0.0
CYP,Chipre,1981,0.0
CYP,Chipre,2006,0.0
CYP,Chipre,1982,0.0
CYP,Chipre,1999,9.9999997e-05
CYP,Chipre,1997,9.9999997e-05
CYP,Chipre,2017,0.0
CYP,Chipre,1986,0.0
CYP,Chipre,2011,9.9999997e-05
CYP,Chipre,1987,0.0
CYP,Chipre,1977,0.0
CYP,Chipre,2008,0.0
CYP,Chipre,1984,0.0
CYP,Chipre,1988,0.0
CYP,Chipre,2019,0.0
CYP,Chipre,1983,0.0
CYP,Chipre,2015,0.0
CYP,Chipre,1985,0.0
CZE,Chequia,2012,0.0012000001
CZE,Chequia,2017,0.0013
CZE,Chequia,1995,0.00030000001
CZE,Chequia,1997,0.00039999999
CZE,Chequia,2007,0.00060000003
CZE,Chequia,1998,0.00030000001
CZE,Chequia,2010,0.0011
CZE,Chequia,2002,0.00069999998
CZE,Chequia,2003,0.00019999999
CZE,Chequia,2011,0.0012000001
CZE,Chequia,1994,0.00030000001
CZE,Chequia,2009,0.00089999998
CZE,Chequia,2005,0.00030000001
CZE,Chequia,2020,0.0012000001
CZE,Chequia,2006,0.00039999999
CZE,Chequia,2016,0.0014
CZE,Chequia,2019,0.0012000001
CZE,Chequia,2001,0.0012000001
CZE,Chequia,2015,0.0011
CZE,Chequia,2013,0.0011
CZE,Chequia,2014,0.001
CZE,Chequia,1993,0.00050000002
CZE,Chequia,2021,0.0011
CZE,Chequia,1999,0.00030000001
CZE,Chequia,2000,0.00019999999
CZE,Chequia,1996,0.00039999999
CZE,Chequia,2008,0.00089999998
CZE,Chequia,2018,0.0014
CZE,Chequia,2004,0.00019999999
DEU,Alemania,1998,0.082500003
DEU,Alemania,1975,0.1129
DEU,Alemania,1973,0.043000001
DEU,Alemania,1980,0.1152
DEU,Alemania,1990,0.1408
DEU,Alemania,1967,0.0188
DEU,Alemania,1996,0.082400002
DEU,Alemania,2005,0.072099999
DEU,Alemania,1985,0.12909999
DEU,Alemania,2016,0.0359
DEU,Alemania,1987,0.13699999
DEU,Alemania,1962,0.0152
DEU,Alemania,1971,0.045000002
DEU,Alemania,2020,0.023700001
DEU,Alemania,2003,0.071099997
DEU,Alemania,1989,0.131
DEU,Alemania,1979,0.1086
DEU,Alemania,1976,0.1051
DEU,Alemania,1992,0.1135
DEU,Alemania,2002,0.0836
DEU,Alemania,1981,0.13420001
DEU,Alemania,2011,0.059999999
DEU,Alemania,1977,0.118
DEU,Alemania,2010,0.062899999
DEU,Alemania,1983,0.12890001
DEU,Alemania,1972,0.0352
DEU,Alemania,2000,0.0612
DEU,Alemania,1969,0.045600001
DEU,Alemania,1993,0.097499996
DEU,Alemania,1994,0.083099999
DEU,Alemania,1982,0.13060001
DEU,Alemania,1965,0.0068000001
DEU,Alemania,1978,0.1053
DEU,Alemania,2013,0.046399999
DEU,Alemania,1984,0.13500001
DEU,Alemania,2009,0.071999997
DEU,Alemania,2019,0.0273
DEU,Alemania,2012,0.053300001
DEU,Alemania,1968,0.035999998
DEU,Alemania,2006,0.075400002
DEU,Alemania,2021,0.023600001
DEU,Alemania,1974,0.083099999
DEU,Alemania,1995,0.078500003
DEU,Alemania,1964,0.0126
DEU,Alemania,2004,0.076700002
DEU,Alemania,2014,0.040199999
DEU,Alemania,2007,0.065200001
DEU,Alemania,1997,0.0788
DEU,Alemania,2018,0.032299999
DEU,Alemania,1986,0.15440001
DEU,Alemania,2015,0.035399999
DEU,Alemania,1966,0.0059000002
DEU,Alemania,1970,0.047699999
DEU,Alemania,2008,0.074100003
DEU,Alemania,1999,0.081500001
DEU,Alemania,1988,0.121
DEU,Alemania,2017,0.0341
DEU,Alemania,2001,0.079800002
DEU,Alemania,1991,0.1522
DEU,Alemania,1963,0.0117
DJI,Djibouti,2009,0.0
DJI,Djibouti,1987,0.0
DJI,Djibouti,1986,0.0
DJI,Djibouti,1984,0.0
DJI,Djibouti,2011,0.0
DJI,Djibouti,2020,0.0
DJI,Djibouti,2017,0.0
DJI,Djibouti,1978,0.0
DJI,Djibouti,1976,0.0
DJI,Djibouti,1975,0.0
DJI,Djibouti,1977,0.0
DJI,Djibouti,2021,0.0
DJI,Djibouti,1988,0.0
DJI,Djibouti,1991,0.0
DMA,Dominica,2003,0.0
DMA,Dominica,1987,0.0
DMA,Dominica,2002,0.0
DMA,Dominica,2005,0.0
DMA,Dominica,1985,0.0
DMA,Dominica,2004,0.0
DNK,Dinamarca,1991,0.027000001
DNK,Dinamarca,1973,0.045200001
DNK,Dinamarca,1987,0.0414
DNK,Dinamarca,1996,0.0219
DNK,Dinamarca,1981,0.055500001
DNK,Dinamarca,1993,0.0295
DNK,Dinamarca,1988,0.039799999
DNK,Dinamarca,1974,0.062399998
DNK,Dinamarca,1997,0.025
DNK,Dinamarca,2019,0.0063
DNK,Dinamarca,2015,0.0071999999
DNK,Dinamarca,2021,0.0060999999
DNK,Dinamarca,1983,0.048500001
DNK,Dinamarca,2018,0.0076000001
DNK,Dinamarca,2001,0.0141
DNK,Dinamarca,2014,0.0086000003
DNK,Dinamarca,1972,0.032699998
DNK,Dinamarca,1999,0.0199
DNK,Dinamarca,2017,0.0076000001
DNK,Dinamarca,1963,0.080899999
DNK,Dinamarca,2013,0.0106
DNK,Dinamarca,1968,0.065200001
DNK,Dinamarca,1966,0.070600003
DNK,Dinamarca,1995,0.025800001
DNK,Dinamarca,2004,0.0153
DNK,Dinamarca,2011,0.0119
DNK,Dinamarca,1994,0.029899999
DNK,Dinamarca,2020,0.0057999999
DNK,Dinamarca,2000,0.0185
DNK,Dinamarca,1964,0.070200004
DNK,Dinamarca,2012,0.0116
DNK,Dinamarca,1969,0.049600001
DNK,Dinamarca,1962,0.073700003
DNK,Dinamarca,2005,0.0141
DNK,Dinamarca,1965,0.062799998
DNK,Dinamarca,1978,0.074600004
DNK,Dinamarca,1992,0.0294
DNK,Dinamarca,1984,0.0458
DNK,Dinamarca,1971,0.043499999
DNK,Dinamarca,2009,0.0138
DNK,Dinamarca,1975,0.090300001
DNK,Dinamarca,1982,0.054499999
DNK,Dinamarca,2016,0.0077
DNK,Dinamarca,2010,0.0132
DNK,Dinamarca,1985,0.041999999
DNK,Dinamarca,2008,0.0122
DNK,Dinamarca,1998,0.024700001
DNK,Dinamarca,1990,0.031199999
DNK,Dinamarca,2002,0.0151
DNK,Dinamarca,1980,0.0572
DNK,Dinamarca,1977,0.073799998
DNK,Dinamarca,1986,0.043299999
DNK,Dinamarca,1970,0.042100001
DNK,Dinamarca,2006,0.014
DNK,Dinamarca,1989,0.036200002
DNK,Dinamarca,2003,0.0146
DNK,Dinamarca,1976,0.068700001
DNK,Dinamarca,2007,0.0134
DNK,Dinamarca,1967,0.0757
DNK,Dinamarca,1979,0.058699999
DOM,Rep. Dominicana,1964,0.0
DOM,Rep. Dominicana,1972,0.0026
DOM,Rep. Dominicana,1986,0.0031999999
DOM,Rep. Dominicana,1967,0.00019999999
DOM,Rep. Dominicana,2001,0.0
DOM,Rep. Dominicana,1965,0.0
DOM,Rep. Dominicana,1987,0.0024000001
DOM,Rep. Dominicana,2018,0.0
DOM,Rep. Dominicana,1976,0.0026
DOM,Rep. Dominicana,1994,0.00079999998
DOM,Rep. Dominicana,1989,0.0026
DOM,Rep. Dominicana,1973,0.0027999999
DOM,Rep. Dominicana,1977,0.00030000001
DOM,Rep. Dominicana,1968,0.0027999999
DOM,Rep. Dominicana,2014,0.0
DOM,Rep. Dominicana,1971,0.0018
DOM,Rep. Dominicana,1985,0.0024000001
DOM,Rep. Dominicana,1981,0.0016
DOM,Rep. Dominicana,1992,0.001
DOM,Rep. Dominicana,1962,0.00039999999
DOM,Rep. Dominicana,2021,9.9999997e-05
DOM,Rep. Dominicana,2016,9.9999997e-05
DOM,Rep. Dominicana,2015,9.9999997e-05
DOM,Rep. Dominicana,1970,0.0020000001
DOM,Rep. Dominicana,1993,0.0012000001
DOM,Rep. Dominicana,1991,0.0031000001
DOM,Rep. Dominicana,1979,0.00060000003
DOM,Rep. Dominicana,1984,0.00030000001
DOM,Rep. Dominicana,2005,0.0
DOM,Rep. Dominicana,1990,0.0026
DOM,Rep. Dominicana,2020,9.9999997e-05
DOM,Rep. Dominicana,2013,0.0
DOM,Rep. Dominicana,2007,0.0
DOM,Rep. Dominicana,2012,0.0
DOM,Rep. Dominicana,1969,0.0027999999
DOM,Rep. Dominicana,1995,0.00030000001
DOM,Rep. Dominicana,1988,0.0031999999
DOM,Rep. Dominicana,2017,0.0
DOM,Rep. Dominicana,1978,0.00030000001
DOM,Rep. Dominicana,1983,0.0011
DOM,Rep. Dominicana,1980,0.00030000001
DOM,Rep. Dominicana,1974,0.0027000001
DOM,Rep. Dominicana,2008,0.0
DOM,Rep. Dominicana,1982,0.0016
DOM,Rep. Dominicana,1963,0.0
DOM,Rep. Dominicana,2004,0.0
DOM,Rep. Dominicana,2006,0.0
DOM,Rep. Dominicana,2003,0.0
DOM,Rep. Dominicana,1975,0.0013
DOM,Rep. Dominicana,2019,9.9999997e-05
DZA,Argelia,2003,0.0
DZA,Argelia,1992,0.0
DZA,Argelia,1976,0.0
DZA,Argelia,1981,0.0
DZA,Argelia,1964,0.0
DZA,Argelia,2020,0.0
DZA,Argelia,1998,0.0
DZA,Argelia,2016,0.0
DZA,Argelia,1994,0.0
DZA,Argelia,1985,0.0
DZA,Argelia,2010,0.0
DZA,Argelia,2015,0.0
DZA,Argelia,2019,0.0
DZA,Argelia,1984,0.0
DZA,Argelia,2006,0.0
DZA,Argelia,2017,0.0
DZA,Argelia,1996,0.0
DZA,Argelia,2000,0.0
DZA,Argelia,2018,0.0
DZA,Argelia,1999,0.0
DZA,Argelia,1982,0.0
DZA,Argelia,2002,0.0
DZA,Argelia,2007,0.0
DZA,Argelia,2009,0.0
DZA,Argelia,1972,0.0
DZA,Argelia,2005,0.0
DZA,Argelia,2004,0.0
DZA,Argelia,1970,0.0
ECU,Ecuador,1993,0.0
ECU,Ecuador,1984,0.0
ECU,Ecuador,1966,0.0
ECU,Ecuador,1968,0.0
ECU,Ecuador,1989,0.0
ECU,Ecuador,1976,0.0
ECU,Ecuador,1983,0.0
ECU,Ecuador,1973,9.9999997e-05
ECU,Ecuador,2014,0.0
ECU,Ecuador,1982,0.0
ECU,Ecuador,1975,9.9999997e-05
ECU,Ecuador,1992,0.0
ECU,Ecuador,2000,0.0
ECU,Ecuador,2020,0.0
ECU,Ecuador,2001,0.0
ECU,Ecuador,1990,0.0
ECU,Ecuador,1974,9.9999997e-05
ECU,Ecuador,1963,0.0
ECU,Ecuador,1994,0.0
ECU,Ecuador,2019,0.0
ECU,Ecuador,1972,9.9999997e-05
ECU,Ecuador,2005,0.0
ECU,Ecuador,2003,0.0
ECU,Ecuador,2015,0.0
ECU,Ecuador,2004,0.0
ECU,Ecuador,2012,0.0
ECU,Ecuador,1971,0.00019999999
ECU,Ecuador,2018,0.0
ECU,Ecuador,1999,0.0
EGY,Egipto,2008,0.0
EGY,Egipto,2001,0.00030000001
EGY,Egipto,2019,0.0
EGY,Egipto,2004,0.0
EGY,Egipto,1980,0.0
EGY,Egipto,1981,0.0
EGY,Egipto,1999,9.9999997e-05
EGY,Egipto,1974,0.0
EGY,Egipto,1983,0.0
EGY,Egipto,1990,0.00030000001
EGY,Egipto,2005,0.0
EGY,Egipto,2002,0.0
EGY,Egipto,1978,0.0
EGY,Egipto,2017,9.9999997e-05
EGY,Egipto,2018,0.0
EGY,Egipto,1997,9.9999997e-05
EGY,Egipto,2010,0.0
EGY,Egipto,1977,9.9999997e-05
EGY,Egipto,1993,0.00019999999
EGY,Egipto,1975,0.0
EGY,Egipto,1979,0.0
EGY,Egipto,1998,9.9999997e-05
EGY,Egipto,1982,0.0
EGY,Egipto,1985,0.0
EGY,Egipto,2007,0.0
EGY,Egipto,1968,9.9999997e-05
EGY,Egipto,2013,0.0
EGY,Egipto,1970,0.0
EGY,Egipto,1973,0.0
EGY,Egipto,2014,0.0
EGY,Egipto,2003,0.0
EGY,Egipto,1986,0.0
EGY,Egipto,1988,0.0
EGY,Egipto,1995,9.9999997e-05
EGY,Egipto,2021,9.9999997e-05
EGY,Egipto,1992,0.00030000001
EGY,Egipto,2012,0.0
EGY,Egipto,1987,0.0
EGY,Egipto,2020,0.0
EGY,Egipto,2011,0.0
EGY,Egipto,1971,0.0
EGY,Egipto,1972,0.0
EGY,Egipto,1984,0.0
EGY,Egipto,1996,9.9999997e-05
EGY,Egipto,2015,0.0
EGY,Egipto,1969,0.0
EGY,Egipto,1989,9.9999997e-05
EGY,Egipto,2000,0.0
EGY,Egipto,1994,9.9999997e-05
EGY,Egipto,1991,9.9999997e-05
EGY,Egipto,2009,0.0
EGY,Egipto,1966,0.0
EGY,Egipto,2006,0.0
EGY,Egipto,2016,0.0
EGY,Egipto,1967,0.0
ERI,Eritrea,2002,0.0
ESP,España,2019,0.016899999
ESP,España,1993,0.0099999998
ESP,España,1985,9.9999997e-05
ESP,España,1997,0.0219
ESP,España,1992,0.0126
ESP,España,1995,0.0134
ESP,España,1965,9.9999997e-05
ESP,España,2001,0.015900001
ESP,España,2013,0.0153
ESP,España,2021,0.018200001
ESP,España,1976,9.9999997e-05
ESP,España,1984,0.0015
ESP,España,1980,0.00060000003
ESP,España,2017,0.016899999
ESP,España,2009,0.016899999
ESP,España,2014,0.0135
ESP,España,1982,0.00039999999
ESP,España,1999,0.024800001
ESP,España,2008,0.020199999
ESP,España,1972,0.00039999999
ESP,España,1963,0.0
ESP,España,1986,0.00050000002
ESP,España,1962,0.00039999999
ESP,España,1974,0.00030000001
ESP,España,1983,0.0011
ESP,España,2005,0.023600001
ESP,España,2018,0.016899999
ESP,España,1987,0.0027000001
ESP,España,2016,0.0173
ESP,España,1975,9.9999997e-05
ESP,España,1998,0.0261
ESP,España,2004,0.0217
ESP,España,1968,0.00019999999
ESP,España,2002,0.018100001
ESP,España,1964,9.9999997e-05
ESP,España,1988,0.0048000002
ESP,España,1990,0.016000001
ESP,España,1973,0.00039999999
ESP,España,2007,0.017999999
ESP,España,1991,0.0096000005
ESP,España,1979,0.00019999999
ESP,España,1971,0.00019999999
ESP,España,1994,0.0099999998
ESP,España,1966,0.00019999999
ESP,España,1989,0.0097000003
ESP,España,1967,0.00019999999
ESP,España,1969,0.00019999999
ESP,España,1978,0.00019999999
ESP,España,2000,0.0208
ESP,España,2015,0.0153
ESP,España,2003,0.022700001
ESP,España,2010,0.0151
ESP,España,2011,0.0149
ESP,España,1996,0.015799999
ESP,España,2006,0.019099999
ESP,España,1970,0.00019999999
ESP,España,1981,0.0020999999
ESP,España,2020,0.0175
ESP,España,1977,0.00019999999
ESP,España,2012,0.017000001
EST,Estonia,1999,9.9999997e-05
EST,Estonia,2011,0.00030000001
EST,Estonia,1993,0.0
EST,Estonia,2009,0.00019999999
EST,Estonia,2012,0.00030000001
EST,Estonia,2017,0.00019999999
EST,Estonia,2005,9.9999997e-05
EST,Estonia,2018,0.00019999999
EST,Estonia,2006,9.9999997e-05
EST,Estonia,1994,0.0
EST,Estonia,2002,0.0
EST,Estonia,2013,0.00019999999
EST,Estonia,1996,0.0
EST,Estonia,2000,9.9999997e-05
EST,Estonia,2021,0.00019999999
EST,Estonia,2001,9.9999997e-05
EST,Estonia,1992,0.0
EST,Estonia,2015,0.00019999999
EST,Estonia,2019,0.00019999999
EST,Estonia,1995,0.00019999999
EST,Estonia,2014,0.00019999999
EST,Estonia,2016,0.00030000001
EST,Estonia,2007,9.9999997e-05
EST,Estonia,2003,0.0
EST,Estonia,2010,0.00019999999
EST,Estonia,2004,9.9999997e-05
EST,Estonia,2008,0.00019999999
EST,Estonia,2020,0.00019999999
EST,Estonia,1997,9.9999997e-05
EST,Estonia,1998,9.9999997e-05
ETH,Etiopía,2004,0.0
ETH,Etiopía,2016,9.9999997e-05
ETH,Etiopía,1962,0.00069999998
ETH,Etiopía,1997,0.0
ETH,Etiopía,1963,0.0
ETH,Etiopía,1965,0.00019999999
ETH,Etiopía,1980,0.00019999999
ETH,Etiopía,2003,0.0
ETH,Etiopía,1992,0.0
ETH,Etiopía,2006,0.0
ETH,Etiopía,2015,0.0
ETH,Etiopía,1996,0.0
ETH,Etiopía,2020,0.00050000002
ETH,Etiopía,2013,0.0
ETH,Etiopía,1976,0.00060000003
ETH,Etiopía,1973,0.00089999998
ETH,Etiopía,1988,9.9999997e-05
ETH,Etiopía,1987,0.00019999999
ETH,Etiopía,2005,0.0
ETH,Etiopía,2019,0.00039999999
ETH,Etiopía,1995,0.0
ETH,Etiopía,1972,0.00069999998
ETH,Etiopía,1981,0.00030000001
ETH,Etiopía,1975,0.00079999998
ETH,Etiopía,1970,0.00039999999
ETH,Etiopía,2021,0.00050000002
ETH,Etiopía,2001,0.0
ETH,Etiopía,1978,0.0
ETH,Etiopía,1968,9.9999997e-05
ETH,Etiopía,1984,9.9999997e-05
ETH,Etiopía,1994,0.0
ETH,Etiopía,2009,0.0
ETH,Etiopía,2002,0.0
ETH,Etiopía,1999,0.0
ETH,Etiopía,1977,9.9999997e-05
ETH,Etiopía,1985,9.9999997e-05
ETH,Etiopía,1993,0.0
ETH,Etiopía,1979,0.0
ETH,Etiopía,2012,9.9999997e-05
ETH,Etiopía,2018,0.00030000001
ETH,Etiopía,1966,0.00019999999
ETH,Etiopía,1974,0.0012000001
ETH,Etiopía,2011,0.00019999999
ETH,Etiopía,1983,0.00050000002
ETH,Etiopía,2010,9.9999997e-05
ETH,Etiopía,1986,9.9999997e-05
ETH,Etiopía,1989,0.0
ETH,Etiopía,1969,0.0
ETH,Etiopía,1991,0.0
ETH,Etiopía,2008,0.0
ETH,Etiopía,1982,9.9999997e-05
ETH,Etiopía,2007,0.0
ETH,Etiopía,1990,0.0
ETH,Etiopía,1998,0.0
ETH,Etiopía,2014,0.0
ETH,Etiopía,2017,0.00019999999
ETH,Etiopía,2000,0.0
FIN,Finlandia,2020,0.00060000003
FIN,Finlandia,1971,0.0044
FIN,Finlandia,2016,0.00039999999
FIN,Finlandia,1987,0.00069999998
FIN,Finlandia,2002,0.001
FIN,Finlandia,1992,0.00089999998
FIN,Finlandia,2009,0.00060000003
FIN,Finlandia,1995,0.0013
FIN,Finlandia,1978,0.00019999999
FIN,Finlandia,1996,0.0014
FIN,Finlandia,1986,0.0012000001
FIN,Finlandia,2015,0.00030000001
FIN,Finlandia,2007,0.001
FIN,Finlandia,1982,0.0017
FIN,Finlandia,1967,0.00050000002
FIN,Finlandia,1980,0.00019999999
FIN,Finlandia,2005,0.00039999999
FIN,Finlandia,1991,0.0013
FIN,Finlandia,1981,0.0031999999
FIN,Finlandia,2008,0.00030000001
FIN,Finlandia,2019,0.00060000003
FIN,Finlandia,1994,0.0013
FIN,Finlandia,1979,0.0
FIN,Finlandia,2006,0.00060000003
FIN,Finlandia,1976,0.0
FIN,Finlandia,2000,0.0011
FIN,Finlandia,2011,0.00030000001
FIN,Finlandia,2017,0.00039999999
FIN,Finlandia,1965,0.001
FIN,Finlandia,2003,0.0016
FIN,Finlandia,1964,9.9999997e-05
FIN,Finlandia,1975,0.0
FIN,Finlandia,2001,0.00079999998
FIN,Finlandia,2004,0.0011
FIN,Finlandia,1993,0.00079999998
FIN,Finlandia,1990,9.9999997e-05
FIN,Finlandia,1968,0.0
FIN,Finlandia,1989,0.0
FIN,Finlandia,1972,0.0019
FIN,Finlandia,2014,0.00019999999
FIN,Finlandia,1974,0.0031000001
FIN,Finlandia,1985,0.0019
FIN,Finlandia,2018,0.00039999999
FIN,Finlandia,2021,0.00039999999
FIN,Finlandia,2012,0.00019999999
FIN,Finlandia,2013,0.00019999999
FIN,Finlandia,2010,0.00030000001
FIN,Finlandia,1999,0.001
FIN,Finlandia,1983,0.0029
FIN,Finlandia,1970,0.0035000001
FIN,Finlandia,1969,0.0041
FIN,Finlandia,1998,0.0011
FIN,Finlandia,1988,0.0
FIN,Finlandia,1963,0.00019999999
FIN,Finlandia,1973,0.0
FIN,Finlandia,1966,0.00019999999
FIN,Finlandia,1984,0.0026
FIN,Finlandia,1997,0.0014
FJI,Fiji,2011,0.0
FJI,Fiji,1981,0.0
FJI,Fiji,2009,0.0
FJI,Fiji,1990,0.0
FJI,Fiji,2005,0.0
FJI,Fiji,2021,0.0
FJI,Fiji,1982,0.0
FJI,Fiji,1996,0.0
FJI,Fiji,1984,0.0
FJI,Fiji,1978,0.0
FJI,Fiji,2004,0.0
FJI,Fiji,1974,0.0
FJI,Fiji,2008,0.0
FJI,Fiji,1971,0.0
FJI,Fiji,1991,0.0
FJI,Fiji,1972,0.0
FJI,Fiji,1988,0.0
FJI,Fiji,2006,0.0
FJI,Fiji,1985,0.0
FJI,Fiji,2013,0.0
FJI,Fiji,2016,0.0
FJI,Fiji,1999,0.0
FJI,Fiji,1997,0.0
FJI,Fiji,1979,0.0
FJI,Fiji,2002,0.0
FJI,Fiji,1975,0.0
FJI,Fiji,2007,0.0
FJI,Fiji,1977,0.0
FJI,Fiji,1980,0.0
FJI,Fiji,2010,0.0
FJI,Fiji,1987,0.0
FJI,Fiji,1973,0.0
FJI,Fiji,2015,0.0
FJI,Fiji,2012,0.0
FJI,Fiji,2014,0.0
FJI,Fiji,2017,0.0
FJI,Fiji,1992,0.0
FJI,Fiji,1994,0.0
FJI,Fiji,1995,0.0
FJI,Fiji,1970,0.0
FJI,Fiji,1986,0.0
FJI,Fiji,1998,0.0
FJI,Fiji,1983,0.0
FJI,Fiji,1969,0.0
FJI,Fiji,2018,0.0
FJI,Fiji,1989,0.0
FLK,Islas Malvinas,2015,0.0
FLK,Islas Malvinas,1998,0.0
FLK,Islas Malvinas,1995,0.0
FLK,Islas Malvinas,2001,0.0
FLK,Islas Malvinas,2020,0.0
FLK,Islas Malvinas,1997,0.0
FLK,Islas Malvinas,2019,0.0
FLK,Islas Malvinas,2018,0.0
FLK,Islas Malvinas,2010,0.0
FLK,Islas Malvinas,1991,0.0
FLK,Islas Malvinas,1989,0.0
FLK,Islas Malvinas,2017,0.0
FLK,Islas Malvinas,1988,0.0
FLK,Islas Malvinas,2014,0.0
FRA,Francia,2006,0.047899999
FRA,Francia,2010,0.041999999
FRA,Francia,1994,0.1046
FRA,Francia,1996,0.086199999
FRA,Francia,1971,0.074699998
FRA,Francia,2000,0.054299999
FRA,Francia,1963,0.066399999
FRA,Francia,1967,0.061700001
FRA,Francia,2009,0.048799999
FRA,Francia,1989,0.1052
FRA,Francia,2019,0.020300001
FRA,Francia,1962,0.1125
FRA,Francia,1968,0.0973
FRA,Francia,1980,0.095299996
FRA,Francia,1991,0.0964
FRA,Francia,2021,0.0198
FRA,Francia,1984,0.1126
FRA,Francia,1985,0.1032
FRA,Francia,2016,0.0254
FRA,Francia,1966,0.059900001
FRA,Francia,1970,0.058600001
FRA,Francia,1978,0.085199997
FRA,Francia,1972,0.064900003
FRA,Francia,2008,0.046399999
FRA,Francia,2020,0.0196
FRA,Francia,1990,0.099600002
FRA,Francia,1969,0.068999998
FRA,Francia,1975,0.1384
FRA,Francia,1993,0.111
FRA,Francia,1982,0.1056
FRA,Francia,1995,0.1038
FRA,Francia,2002,0.045299999
FRA,Francia,1979,0.0823
FRA,Francia,2013,0.031500001
FRA,Francia,1983,0.097599998
FRA,Francia,2011,0.042399999
FRA,Francia,1976,0.1366
FRA,Francia,2005,0.048900001
FRA,Francia,2004,0.052900001
FRA,Francia,2003,0.056000002
FRA,Francia,2014,0.025800001
FRA,Francia,1988,0.1096
FRA,Francia,1974,0.1134
FRA,Francia,1992,0.1069
FRA,Francia,1965,0.053100001
FRA,Francia,2015,0.0242
FRA,Francia,2001,0.032900002
FRA,Francia,1986,0.1069
FRA,Francia,2017,0.024499999
FRA,Francia,2007,0.0482
FRA,Francia,1977,0.1068
FRA,Francia,1999,0.074699998
FRA,Francia,2012,0.036800001
FRA,Francia,1973,0.0568
FRA,Francia,1998,0.0801
FRA,Francia,1981,0.1064
FRA,Francia,2018,0.024499999
FRA,Francia,1964,0.0546
FRA,Francia,1997,0.080600001
FRA,Francia,1987,0.1093
FRO,Islas Feroe,2020,0.0
FRO,Islas Feroe,2005,0.0
FRO,Islas Feroe,1997,0.0
FRO,Islas Feroe,2008,0.0
FRO,Islas Feroe,1982,0.0
FRO,Islas Feroe,2000,0.0
FRO,Islas Feroe,1984,0.0
FRO,Islas Feroe,1977,0.0
FRO,Islas Feroe,1998,0.0
FRO,Islas Feroe,2019,0.0
FSM,Micronesia,2008,0.0
GAB,Gabón,2014,0.0
GAB,Gabón,2010,0.0
GAB,Gabón,1981,0.0
GAB,Gabón,2002,0.0
GAB,Gabón,2007,0.0
GAB,Gabón,1996,0.0
GAB,Gabón,1993,0.0
GAB,Gabón,1974,0.0
GAB,Gabón,2015,0.0
GAB,Gabón,2018,0.0
GAB,Gabón,2000,0.0
GAB,Gabón,2006,0.0
GAB,Gabón,1998,0.0
GAB,Gabón,1999,0.0
GAB,Gabón,1980,9.9999997e-05
GAB,Gabón,2001,0.0
GBR,Reino Unido,1972,0.024900001
GBR,Reino Unido,1973,0.0261
GBR,Reino Unido,1976,0.056400001
GBR,Reino Unido,1994,0.0502
GBR,Reino Unido,2007,0.011
GBR,Reino Unido,1963,0.003
GBR,Reino Unido,1977,0.0506
GBR,Reino Unido,1985,0.055599999
GBR,Reino Unido,1998,0.0018
GBR,Reino Unido,1964,0.0104
GBR,Reino Unido,1965,0.011
GBR,Reino Unido,2019,0.0123
GBR,Reino Unido,1989,0.0407
GBR,Reino Unido,2020,0.0107
GBR,Reino Unido,1982,0.044799998
GBR,Reino Unido,1984,0.0594
GBR,Reino Unido,1971,0.0081000002
GBR,Reino Unido,2003,0.0040000002
GBR,Reino Unido,1993,0.037799999
GBR,Reino Unido,2008,0.0141
GBR,Reino Unido,1995,0.058600001
GBR,Reino Unido,1996,0.0165
GBR,Reino Unido,2012,0.0166
GBR,Reino Unido,2011,0.019200001
GBR,Reino Unido,2016,0.0129
GBR,Reino Unido,1980,0.059
GBR,Reino Unido,1975,0.061799999
GBR,Reino Unido,2018,0.0127
GBR,Reino Unido,1999,0.0024999999
GBR,Reino Unido,2000,0.0029
GBR,Reino Unido,1986,0.046399999
GBR,Reino Unido,2017,0.013
GBR,Reino Unido,1968,0.0024000001
GBR,Reino Unido,2021,0.0082
GBR,Reino Unido,1969,0.0054000001
GBR,Reino Unido,2009,0.0148
