geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
KNA,Saint Kitts y Nevis,1990,PIB per cápita,0.6566271737000482
KNA,Saint Kitts y Nevis,1990,Esperanza de vida,0.284610444945095
KNA,Saint Kitts y Nevis,1990,Total,0.4255828692517676
KNA,Saint Kitts y Nevis,1995,Años de escolarización,0.2853916374255886
KNA,Saint Kitts y Nevis,1995,Democracia liberal,0.655
KNA,Saint Kitts y Nevis,1995,PIB per cápita,0.7068476953735059
KNA,Saint Kitts y Nevis,1995,Esperanza de vida,0.3096293031635734
KNA,Saint Kitts y Nevis,1995,Total,0.4497411346459429
KNA,Saint Kitts y Nevis,2000,Años de escolarización,0.2935577640951184
KNA,Saint Kitts y Nevis,2000,Democracia liberal,0.661
KNA,Saint Kitts y Nevis,2000,PIB per cápita,0.7334236044510428
KNA,Saint Kitts y Nevis,2000,Esperanza de vida,0.3478056497831166
KNA,Saint Kitts y Nevis,2000,Total,0.4716791036853388
KNA,Saint Kitts y Nevis,2005,Años de escolarización,0.2985086709442084
KNA,Saint Kitts y Nevis,2005,Democracia liberal,0.658
KNA,Saint Kitts y Nevis,2005,PIB per cápita,0.7473032891896964
KNA,Saint Kitts y Nevis,2005,Esperanza de vida,0.3740663779986491
KNA,Saint Kitts y Nevis,2005,Total,0.4840688128194277
KNA,Saint Kitts y Nevis,2010,Años de escolarización,0.3026038981497028
KNA,Saint Kitts y Nevis,2010,Democracia liberal,0.676
KNA,Saint Kitts y Nevis,2010,PIB per cápita,0.7408776046517479
KNA,Saint Kitts y Nevis,2010,Esperanza de vida,0.3724715429729888
KNA,Saint Kitts y Nevis,2010,Total,0.4874332991696868
KNA,Saint Kitts y Nevis,2015,Años de escolarización,0.3031629737645488
KNA,Saint Kitts y Nevis,2015,Democracia liberal,0.669
KNA,Saint Kitts y Nevis,2015,PIB per cápita,0.7596084755605409
KNA,Saint Kitts y Nevis,2015,Esperanza de vida,0.3637762771114414
KNA,Saint Kitts y Nevis,2015,Total,0.4865546338435737
KNA,Saint Kitts y Nevis,2020,Años de escolarización,0.3181641504868022
KNA,Saint Kitts y Nevis,2020,Democracia liberal,0.683
KNA,Saint Kitts y Nevis,2020,PIB per cápita,0.7477875034163421
KNA,Saint Kitts y Nevis,2020,Esperanza de vida,0.3787668724078637
KNA,Saint Kitts y Nevis,2020,Total,0.4980873758236015
KOR,Corea del Sur,1870,Años de escolarización,0.028389815042818
KOR,Corea del Sur,1870,Democracia liberal,0.016
KOR,Corea del Sur,1870,PIB per cápita,0.3062615193046552
KOR,Corea del Sur,1870,Esperanza de vida,0.0191747201441465
KOR,Corea del Sur,1870,Total,0.0404134571122042
KOR,Corea del Sur,1880,Años de escolarización,0.0297214766845633
KOR,Corea del Sur,1880,Democracia liberal,0.016
KOR,Corea del Sur,1880,PIB per cápita,0.3199643886044503
KOR,Corea del Sur,1880,Esperanza de vida,0.0191747201441465
KOR,Corea del Sur,1880,Total,0.041329034641954
KOR,Corea del Sur,1890,Años de escolarización,0.0310579579591128
KOR,Corea del Sur,1890,Democracia liberal,0.019
KOR,Corea del Sur,1890,PIB per cápita,0.3336672579042456
KOR,Corea del Sur,1890,Esperanza de vida,0.0191747201441465
KOR,Corea del Sur,1890,Total,0.0440800705854992
KOR,Corea del Sur,1900,Años de escolarización,0.0323992938802597
KOR,Corea del Sur,1900,Democracia liberal,0.033
KOR,Corea del Sur,1900,PIB per cápita,0.3473701272040408
KOR,Corea del Sur,1900,Esperanza de vida,0.0191747201441465
KOR,Corea del Sur,1900,Total,0.0516586136235586
KOR,Corea del Sur,1913,Años de escolarización,0.0337455198447422
KOR,Corea del Sur,1913,Democracia liberal,0.019
KOR,Corea del Sur,1913,PIB per cápita,0.3654329442063883
KOR,Corea del Sur,1913,Esperanza de vida,0.0191747201441465
KOR,Corea del Sur,1913,Total,0.0460390775795402
KOR,Corea del Sur,1925,Años de escolarización,0.0404881102866984
KOR,Corea del Sur,1925,Democracia liberal,0.019
KOR,Corea del Sur,1925,PIB per cápita,0.3891598090364961
KOR,Corea del Sur,1925,Esperanza de vida,0.0378508841962807
KOR,Corea del Sur,1925,Total,0.0580191390154585
KOR,Corea del Sur,1929,Años de escolarización,0.0422034814404883
KOR,Corea del Sur,1929,Democracia liberal,0.019
KOR,Corea del Sur,1929,PIB per cápita,0.3963698630630991
KOR,Corea del Sur,1929,Esperanza de vida,0.0562594455441661
KOR,Corea del Sur,1929,Total,0.0650278639398504
KOR,Corea del Sur,1933,Años de escolarización,0.0523996585814554
KOR,Corea del Sur,1933,Democracia liberal,0.019
KOR,Corea del Sur,1933,PIB per cápita,0.4177316483502347
KOR,Corea del Sur,1933,Esperanza de vida,0.0745756107953351
KOR,Corea del Sur,1933,Total,0.0746266702285313
KOR,Corea del Sur,1938,Años de escolarización,0.0617551031025373
KOR,Corea del Sur,1938,Democracia liberal,0.018
KOR,Corea del Sur,1938,PIB per cápita,0.4525012266524949
KOR,Corea del Sur,1938,Esperanza de vida,0.1021841277203045
KOR,Corea del Sur,1938,Total,0.0846714778076188
KOR,Corea del Sur,1950,Años de escolarización,0.0854902176076714
KOR,Corea del Sur,1950,Democracia liberal,0.155
KOR,Corea del Sur,1950,PIB per cápita,0.3485658420041856
KOR,Corea del Sur,1950,Esperanza de vida,0.1344909740240959
KOR,Corea del Sur,1950,Total,0.1578725127351636
KOR,Corea del Sur,1955,Años de escolarización,0.1237037378858761
KOR,Corea del Sur,1955,Democracia liberal,0.155
KOR,Corea del Sur,1955,PIB per cápita,0.3995965834242837
KOR,Corea del Sur,1955,Esperanza de vida,0.1568718965633267
KOR,Corea del Sur,1955,Total,0.1861960050014043
KOR,Corea del Sur,1960,Años de escolarización,0.1247415795677858
KOR,Corea del Sur,1960,Democracia liberal,0.207
KOR,Corea del Sur,1960,PIB per cápita,0.407405848118198
KOR,Corea del Sur,1960,Esperanza de vida,0.1653116821478395
KOR,Corea del Sur,1960,Total,0.2042105133746561
KOR,Corea del Sur,1965,Años de escolarización,0.1646772669607464
KOR,Corea del Sur,1965,Democracia liberal,0.142
KOR,Corea del Sur,1965,PIB per cápita,0.4330888482099747
KOR,Corea del Sur,1965,Esperanza de vida,0.2180150606036977
KOR,Corea del Sur,1965,Total,0.2167686001440992
KOR,Corea del Sur,1970,Años de escolarización,0.1986131187431447
KOR,Corea del Sur,1970,Democracia liberal,0.144
KOR,Corea del Sur,1970,PIB per cápita,0.4999539009260909
KOR,Corea del Sur,1970,Esperanza de vida,0.24991700383408
KOR,Corea del Sur,1970,Total,0.2444972887274888
KOR,Corea del Sur,1975,Años de escolarización,0.2514743555120712
KOR,Corea del Sur,1975,Democracia liberal,0.104
KOR,Corea del Sur,1975,PIB per cápita,0.5613270851335306
KOR,Corea del Sur,1975,Esperanza de vida,0.271809498631697
KOR,Corea del Sur,1975,Total,0.2513343903986885
KOR,Corea del Sur,1980,Años de escolarización,0.3180042350406089
KOR,Corea del Sur,1980,Democracia liberal,0.107
KOR,Corea del Sur,1980,PIB per cápita,0.6041227052424197
KOR,Corea del Sur,1980,Esperanza de vida,0.2933841197905127
KOR,Corea del Sur,1980,Total,0.2786728188842708
KOR,Corea del Sur,1985,Años de escolarización,0.3824812777716778
KOR,Corea del Sur,1985,Democracia liberal,0.146
KOR,Corea del Sur,1985,PIB per cápita,0.6562682755064038
KOR,Corea del Sur,1985,Esperanza de vida,0.3298941487764532
KOR,Corea del Sur,1985,Total,0.3315925504709236
KOR,Corea del Sur,1990,Años de escolarización,0.4588107925702801
KOR,Corea del Sur,1990,Democracia liberal,0.517
KOR,Corea del Sur,1990,PIB per cápita,0.7259240477671766
KOR,Corea del Sur,1990,Esperanza de vida,0.3844494291696682
KOR,Corea del Sur,1990,Total,0.5072401742529811
KOR,Corea del Sur,1995,Años de escolarización,0.5304061407517566
KOR,Corea del Sur,1995,Democracia liberal,0.626
KOR,Corea del Sur,1995,PIB per cápita,0.7833850700304716
KOR,Corea del Sur,1995,Esperanza de vida,0.4242858980064583
KOR,Corea del Sur,1995,Total,0.5763737470014816
KOR,Corea del Sur,2000,Años de escolarización,0.6093904412417018
KOR,Corea del Sur,2000,Democracia liberal,0.764
KOR,Corea del Sur,2000,PIB per cápita,0.8200400952257056
KOR,Corea del Sur,2000,Esperanza de vida,0.4863805564172745
KOR,Corea del Sur,2000,Total,0.6564476111191511
KOR,Corea del Sur,2005,Años de escolarización,0.6553063281667327
KOR,Corea del Sur,2005,Democracia liberal,0.776
KOR,Corea del Sur,2005,PIB per cápita,0.8535893121516384
KOR,Corea del Sur,2005,Esperanza de vida,0.552307000116722
KOR,Corea del Sur,2005,Total,0.6997354873020967
KOR,Corea del Sur,2010,Años de escolarización,0.7440419751901844
KOR,Corea del Sur,2010,Democracia liberal,0.677
KOR,Corea del Sur,2010,PIB per cápita,0.8817998085362356
KOR,Corea del Sur,2010,Esperanza de vida,0.654115591512783
KOR,Corea del Sur,2010,Total,0.7341801726895396
KOR,Corea del Sur,2015,Años de escolarización,0.6170615272150106
KOR,Corea del Sur,2015,Democracia liberal,0.61
KOR,Corea del Sur,2015,PIB per cápita,0.9010892522854272
KOR,Corea del Sur,2015,Esperanza de vida,0.7863655088484284
KOR,Corea del Sur,2015,Total,0.7186420784066522
KOR,Corea del Sur,2020,Años de escolarización,0.6635567531746912
KOR,Corea del Sur,2020,Democracia liberal,0.792
KOR,Corea del Sur,2020,PIB per cápita,0.9151438019748818
KOR,Corea del Sur,2020,Esperanza de vida,0.9209237716241798
KOR,Corea del Sur,2020,Total,0.8157913015528347
KWT,Kuwait,1870,Años de escolarización,0.0024700384609097
KWT,Kuwait,1870,Democracia liberal,0.056
KWT,Kuwait,1870,PIB per cápita,0.3162676237715045
KWT,Kuwait,1870,Esperanza de vida,0.0191747201441465
KWT,Kuwait,1870,Total,0.0302634808353429
KWT,Kuwait,1880,Años de escolarización,0.0024700384609097
KWT,Kuwait,1880,Democracia liberal,0.034
KWT,Kuwait,1880,PIB per cápita,0.3257390390222783
KWT,Kuwait,1880,Esperanza de vida,0.0191747201441465
KWT,Kuwait,1880,Total,0.0269119625285133
KWT,Kuwait,1890,Años de escolarización,0.0024700384609097
KWT,Kuwait,1890,Democracia liberal,0.035
KWT,Kuwait,1890,PIB per cápita,0.3352104542730521
KWT,Kuwait,1890,Esperanza de vida,0.0191747201441465
KWT,Kuwait,1890,Total,0.0273026365092376
KWT,Kuwait,1900,Años de escolarización,0.0024700384609097
KWT,Kuwait,1900,Democracia liberal,0.102
KWT,Kuwait,1900,PIB per cápita,0.3446818695238259
KWT,Kuwait,1900,Esperanza de vida,0.0191747201441465
KWT,Kuwait,1900,Total,0.0359221928742779
KWT,Kuwait,1913,Años de escolarización,0.0027427541135588
KWT,Kuwait,1913,Democracia liberal,0.105
KWT,Kuwait,1913,PIB per cápita,0.3571136089216838
KWT,Kuwait,1913,Esperanza de vida,0.0232009681249192
KWT,Kuwait,1913,Total,0.0393026804684882
KWT,Kuwait,1925,Años de escolarización,0.0055060326170044
KWT,Kuwait,1925,Democracia liberal,0.107
KWT,Kuwait,1925,PIB per cápita,0.3636247000253735
KWT,Kuwait,1925,Esperanza de vida,0.0232009681249192
KWT,Kuwait,1925,Total,0.0472166868968422
KWT,Kuwait,1929,Años de escolarización,0.0165324678318506
KWT,Kuwait,1929,Democracia liberal,0.107
KWT,Kuwait,1929,PIB per cápita,0.3730961152761472
KWT,Kuwait,1929,Esperanza de vida,0.0232009681249192
KWT,Kuwait,1929,Total,0.0625550066570415
KWT,Kuwait,1933,Años de escolarización,0.0210851305553096
KWT,Kuwait,1933,Democracia liberal,0.107
KWT,Kuwait,1933,PIB per cápita,0.385527854674005
KWT,Kuwait,1933,Esperanza de vida,0.0232009681249192
KWT,Kuwait,1933,Total,0.0670240219564042
KWT,Kuwait,1938,Años de escolarización,0.0247194109350837
KWT,Kuwait,1938,Democracia liberal,0.108
KWT,Kuwait,1938,PIB per cápita,0.3920389457776948
KWT,Kuwait,1938,Esperanza de vida,0.0232009681249192
KWT,Kuwait,1938,Total,0.0701979287702361
KWT,Kuwait,1950,Años de escolarización,0.0383597506593902
KWT,Kuwait,1950,Democracia liberal,0.112
KWT,Kuwait,1950,PIB per cápita,0.920837978393544
KWT,Kuwait,1950,Esperanza de vida,0.1916972501311328
KWT,Kuwait,1950,Total,0.165948459803016
KWT,Kuwait,1955,Años de escolarización,0.048325645939567
KWT,Kuwait,1955,Democracia liberal,0.112
KWT,Kuwait,1955,PIB per cápita,0.9388203538851186
KWT,Kuwait,1955,Esperanza de vida,0.2131387547355368
KWT,Kuwait,1955,Total,0.1814095528181535
KWT,Kuwait,1960,Años de escolarización,0.0640904112688682
KWT,Kuwait,1960,Democracia liberal,0.123
KWT,Kuwait,1960,PIB per cápita,0.9204737432675116
KWT,Kuwait,1960,Esperanza de vida,0.2265959835653307
KWT,Kuwait,1960,Total,0.201367994861151
KWT,Kuwait,1965,Años de escolarización,0.0778128231263536
KWT,Kuwait,1965,Democracia liberal,0.258
KWT,Kuwait,1965,PIB per cápita,0.8875705614541269
KWT,Kuwait,1965,Esperanza de vida,0.2589224299348394
KWT,Kuwait,1965,Total,0.2606218722946577
KWT,Kuwait,1970,Años de escolarización,0.0908035376658606
KWT,Kuwait,1970,Democracia liberal,0.269
KWT,Kuwait,1970,PIB per cápita,0.9307524047829172
KWT,Kuwait,1970,Esperanza de vida,0.2960542557896136
KWT,Kuwait,1970,Total,0.2864277761145049
KWT,Kuwait,1975,Años de escolarización,0.098437284926641
KWT,Kuwait,1975,Democracia liberal,0.276
KWT,Kuwait,1975,PIB per cápita,0.8454614209106793
KWT,Kuwait,1975,Esperanza de vida,0.3303291040423644
KWT,Kuwait,1975,Total,0.2951394990571073
KWT,Kuwait,1980,Años de escolarización,0.1355980756344977
KWT,Kuwait,1980,Democracia liberal,0.13
KWT,Kuwait,1980,PIB per cápita,0.7944701423491043
KWT,Kuwait,1980,Esperanza de vida,0.3553612337374882
KWT,Kuwait,1980,Total,0.2656049269750903
KWT,Kuwait,1985,Años de escolarización,0.1702249898656972
KWT,Kuwait,1985,Democracia liberal,0.271
KWT,Kuwait,1985,PIB per cápita,0.715518579406554
KWT,Kuwait,1985,Esperanza de vida,0.4011587568049841
KWT,Kuwait,1985,Total,0.33922078121087
KWT,Kuwait,1990,Años de escolarización,0.1853643659503423
KWT,Kuwait,1990,Democracia liberal,0.12
KWT,Kuwait,1990,PIB per cápita,0.6686933696392792
KWT,Kuwait,1990,Esperanza de vida,0.410391522877487
KWT,Kuwait,1990,Total,0.2795169981516608
KWT,Kuwait,1995,Años de escolarización,0.1931733582204197
KWT,Kuwait,1995,Democracia liberal,0.274
KWT,Kuwait,1995,PIB per cápita,0.783280144650713
KWT,Kuwait,1995,Esperanza de vida,0.4616190480320295
KWT,Kuwait,1995,Total,0.3719415168465499
KWT,Kuwait,2000,Años de escolarización,0.1923435390553281
KWT,Kuwait,2000,Democracia liberal,0.272
KWT,Kuwait,2000,PIB per cápita,0.771896125773468
KWT,Kuwait,2000,Esperanza de vida,0.4936738599772074
KWT,Kuwait,2000,Total,0.3757607162068082
KWT,Kuwait,2005,Años de escolarización,0.1915155804728848
KWT,Kuwait,2005,Democracia liberal,0.293
KWT,Kuwait,2005,PIB per cápita,0.8093021481705703
KWT,Kuwait,2005,Esperanza de vida,0.498961036063756
KWT,Kuwait,2005,Total,0.387982613675335
KWT,Kuwait,2010,Años de escolarización,0.2028527677604647
KWT,Kuwait,2010,Democracia liberal,0.292
KWT,Kuwait,2010,PIB per cápita,0.7697287515747346
KWT,Kuwait,2010,Esperanza de vida,0.533219872166405
KWT,Kuwait,2010,Total,0.3948680146294372
KWT,Kuwait,2015,Años de escolarización,0.2445827621071779
KWT,Kuwait,2015,Democracia liberal,0.282
KWT,Kuwait,2015,PIB per cápita,0.7646739656267971
KWT,Kuwait,2015,Esperanza de vida,0.5943505770865799
KWT,Kuwait,2015,Total,0.4207736028707749
KWT,Kuwait,2020,Años de escolarización,0.2475861826252599
KWT,Kuwait,2020,Democracia liberal,0.287
KWT,Kuwait,2020,PIB per cápita,0.7319958544119337
KWT,Kuwait,2020,Esperanza de vida,0.4994674692091633
KWT,Kuwait,2020,Total,0.4014727125852902
LAO,Laos,1870,Años de escolarización,0.0024700384609097
LAO,Laos,1870,Democracia liberal,0.0270175438596491
LAO,Laos,1870,PIB per cápita,0.1967940288346603
LAO,Laos,1870,Esperanza de vida,0.0191747201441465
LAO,Laos,1870,Total,0.0224012696066826
LAO,Laos,1880,Años de escolarización,0.0024700384609097
LAO,Laos,1880,Democracia liberal,0.0270175438596491
LAO,Laos,1880,PIB per cápita,0.2104842859883538
LAO,Laos,1880,Esperanza de vida,0.0191747201441465
LAO,Laos,1880,Total,0.0227810938592215
LAO,Laos,1890,Años de escolarización,0.0024700384609097
LAO,Laos,1890,Democracia liberal,0.0378245614035088
LAO,Laos,1890,PIB per cápita,0.2241745431420473
LAO,Laos,1890,Esperanza de vida,0.0191747201441465
LAO,Laos,1890,Total,0.0251737686120739
LAO,Laos,1900,Años de escolarización,0.0024700384609097
LAO,Laos,1900,Democracia liberal,0.056
LAO,Laos,1900,PIB per cápita,0.2378648002957408
LAO,Laos,1900,Esperanza de vida,0.0191747201441465
LAO,Laos,1900,Total,0.0281830336358995
LAO,Laos,1913,Años de escolarización,0.0024700384609097
LAO,Laos,1913,Democracia liberal,0.057
LAO,Laos,1913,PIB per cápita,0.2559107625550465
LAO,Laos,1913,Esperanza de vida,0.0191747201441465
LAO,Laos,1913,Total,0.028830291870838
LAO,Laos,1925,Años de escolarización,0.0024700384609097
LAO,Laos,1925,Democracia liberal,0.056
LAO,Laos,1925,PIB per cápita,0.250643633714502
LAO,Laos,1925,Esperanza de vida,0.0191747201441465
LAO,Laos,1925,Total,0.0285541583580981
LAO,Laos,1929,Años de escolarización,0.0024700384609097
LAO,Laos,1929,Democracia liberal,0.057
LAO,Laos,1929,PIB per cápita,0.2488879241009871
LAO,Laos,1929,Esperanza de vida,0.0191747201441465
LAO,Laos,1929,Total,0.0286304291423978
LAO,Laos,1933,Años de escolarización,0.0027068251235075
LAO,Laos,1933,Democracia liberal,0.057
LAO,Laos,1933,PIB per cápita,0.2471322144874723
LAO,Laos,1933,Esperanza de vida,0.0347172311137817
LAO,Laos,1933,Total,0.0339197290093372
LAO,Laos,1938,Años de escolarización,0.0047500450890921
LAO,Laos,1938,Democracia liberal,0.057
LAO,Laos,1938,PIB per cápita,0.2449375774705788
LAO,Laos,1938,Esperanza de vida,0.0581071236299969
LAO,Laos,1938,Total,0.044306183919395
LAO,Laos,1950,Años de escolarización,0.0309258034199992
LAO,Laos,1950,Democracia liberal,0.121
LAO,Laos,1950,PIB per cápita,0.2396923582226941
LAO,Laos,1950,Esperanza de vida,0.0769102721090363
LAO,Laos,1950,Total,0.0911352153951526
LAO,Laos,1955,Años de escolarización,0.0345623170473725
LAO,Laos,1955,Democracia liberal,0.122
LAO,Laos,1955,PIB per cápita,0.2490855598874421
LAO,Laos,1955,Esperanza de vida,0.0904983394097653
LAO,Laos,1955,Total,0.0987388262899423
LAO,Laos,1960,Años de escolarización,0.0392895562816798
LAO,Laos,1960,Democracia liberal,0.142
LAO,Laos,1960,PIB per cápita,0.2562950153979308
LAO,Laos,1960,Esperanza de vida,0.0903213322531407
LAO,Laos,1960,Total,0.106604120322448
LAO,Laos,1965,Años de escolarización,0.0446300786444978
LAO,Laos,1965,Democracia liberal,0.106
LAO,Laos,1965,PIB per cápita,0.264160876514164
LAO,Laos,1965,Esperanza de vida,0.0903213322531407
LAO,Laos,1965,Total,0.1030737525142317
LAO,Laos,1970,Años de escolarización,0.0530700714574617
LAO,Laos,1970,Democracia liberal,0.125
LAO,Laos,1970,PIB per cápita,0.2719687854500929
LAO,Laos,1970,Esperanza de vida,0.0903213322531407
LAO,Laos,1970,Total,0.1129840843986644
LAO,Laos,1975,Años de escolarización,0.0636359421821782
LAO,Laos,1975,Democracia liberal,0.069
LAO,Laos,1975,PIB per cápita,0.2983676434090746
LAO,Laos,1975,Esperanza de vida,0.1005218948843656
LAO,Laos,1975,Total,0.1071250382556504
LAO,Laos,1980,Años de escolarización,0.0762906599144984
LAO,Laos,1980,Democracia liberal,0.057
LAO,Laos,1980,PIB per cápita,0.3069503824681302
LAO,Laos,1980,Esperanza de vida,0.1399477713760807
LAO,Laos,1980,Total,0.1169082334801061
LAO,Laos,1985,Años de escolarización,0.0900323870598261
LAO,Laos,1985,Democracia liberal,0.057
LAO,Laos,1985,PIB per cápita,0.3510421950642407
LAO,Laos,1985,Esperanza de vida,0.1549008116327989
LAO,Laos,1985,Total,0.129247353417739
LAO,Laos,1990,Años de escolarización,0.1033223423992009
LAO,Laos,1990,Democracia liberal,0.082
LAO,Laos,1990,PIB per cápita,0.3622884253908154
LAO,Laos,1990,Esperanza de vida,0.1751582099127573
LAO,Laos,1990,Total,0.1522731259483457
LAO,Laos,1995,Años de escolarización,0.1176321384253558
LAO,Laos,1995,Democracia liberal,0.075
LAO,Laos,1995,PIB per cápita,0.3882442010346392
LAO,Laos,1995,Esperanza de vida,0.1965461409458105
LAO,Laos,1995,Total,0.1610790978391285
LAO,Laos,2000,Años de escolarización,0.1325188959146025
LAO,Laos,2000,Democracia liberal,0.076
LAO,Laos,2000,PIB per cápita,0.4193611127967931
LAO,Laos,2000,Esperanza de vida,0.2138387059637598
LAO,Laos,2000,Total,0.1733570343051129
LAO,Laos,2005,Años de escolarización,0.149974977986932
LAO,Laos,2005,Democracia liberal,0.077
LAO,Laos,2005,PIB per cápita,0.4565126170067482
LAO,Laos,2005,Esperanza de vida,0.2384802164505507
LAO,Laos,2005,Total,0.1883014518541094
LAO,Laos,2010,Años de escolarización,0.1695619935063462
LAO,Laos,2010,Democracia liberal,0.077
LAO,Laos,2010,PIB per cápita,0.5047323346561309
LAO,Laos,2010,Esperanza de vida,0.2703593669063289
LAO,Laos,2010,Total,0.2054496694735867
LAO,Laos,2015,Años de escolarización,0.1569545613807243
LAO,Laos,2015,Democracia liberal,0.078
LAO,Laos,2015,PIB per cápita,0.5525234872445483
LAO,Laos,2015,Esperanza de vida,0.3032416798443501
LAO,Laos,2015,Total,0.2128149069751166
LAO,Laos,2020,Años de escolarización,0.1638014059121758
LAO,Laos,2020,Democracia liberal,0.085
LAO,Laos,2020,PIB per cápita,0.5812913208449964
LAO,Laos,2020,Esperanza de vida,0.3283914212476139
LAO,Laos,2020,Total,0.2270547271825851
LBN,Líbano,1870,Años de escolarización,0.002951135116966
LBN,Líbano,1870,Democracia liberal,0.0532
LBN,Líbano,1870,PIB per cápita,0.3659011223653953
LBN,Líbano,1870,Esperanza de vida,0.0410408762630682
LBN,Líbano,1870,Total,0.039185038083781
LBN,Líbano,1880,Años de escolarización,0.0042817526299589
LBN,Líbano,1880,Democracia liberal,0.0323
LBN,Líbano,1880,PIB per cápita,0.3818059939287379
LBN,Líbano,1880,Esperanza de vida,0.0443516294905081
LBN,Líbano,1880,Total,0.0391195728932162
LBN,Líbano,1890,Años de escolarización,0.0062351669762546
LBN,Líbano,1890,Democracia liberal,0.03325
LBN,Líbano,1890,PIB per cápita,0.3977108654920806
LBN,Líbano,1890,Esperanza de vida,0.0495943960612656
LBN,Líbano,1890,Total,0.0449686603703561
LBN,Líbano,1900,Años de escolarización,0.0076938071669563
LBN,Líbano,1900,Democracia liberal,0.03325
LBN,Líbano,1900,PIB per cápita,0.4136157370554231
LBN,Líbano,1900,Esperanza de vida,0.0568982298672702
LBN,Líbano,1900,Total,0.0495344321982853
LBN,Líbano,1913,Años de escolarización,0.0146017212448518
LBN,Líbano,1913,Democracia liberal,0.0646
LBN,Líbano,1913,PIB per cápita,0.4346277958293673
LBN,Líbano,1913,Esperanza de vida,0.0600414207042175
LBN,Líbano,1913,Total,0.0704370659478102
LBN,Líbano,1925,Años de escolarización,0.0351076924845215
LBN,Líbano,1925,Democracia liberal,0.144
LBN,Líbano,1925,PIB per cápita,0.46162945603973
LBN,Líbano,1925,Esperanza de vida,0.0866301186420585
LBN,Líbano,1925,Total,0.1192426996657747
LBN,Líbano,1929,Años de escolarización,0.0423883162546853
LBN,Líbano,1929,Democracia liberal,0.152
LBN,Líbano,1929,PIB per cápita,0.4706300094431842
LBN,Líbano,1929,Esperanza de vida,0.0976012422169619
LBN,Líbano,1929,Total,0.1311614408292806
LBN,Líbano,1933,Años de escolarización,0.0508852461191744
LBN,Líbano,1933,Democracia liberal,0.151
LBN,Líbano,1933,PIB per cápita,0.4796305628466384
LBN,Líbano,1933,Esperanza de vida,0.1091111911438705
LBN,Líbano,1933,Total,0.1416074959544771
LBN,Líbano,1938,Años de escolarización,0.0595823053335827
LBN,Líbano,1938,Democracia liberal,0.164
LBN,Líbano,1938,PIB per cápita,0.4908812546009563
LBN,Líbano,1938,Esperanza de vida,0.139505442273977
LBN,Líbano,1938,Total,0.1608356013714445
LBN,Líbano,1950,Años de escolarización,0.0734655702111068
LBN,Líbano,1950,Democracia liberal,0.199
LBN,Líbano,1950,PIB per cápita,0.5184618963682338
LBN,Líbano,1950,Esperanza de vida,0.1933436903973073
LBN,Líbano,1950,Total,0.1956572497148802
LBN,Líbano,1955,Años de escolarización,0.0854699008179712
LBN,Líbano,1955,Democracia liberal,0.226
LBN,Líbano,1955,PIB per cápita,0.5465162958302101
LBN,Líbano,1955,Esperanza de vida,0.2153923566401177
LBN,Líbano,1955,Total,0.2183678815010023
LBN,Líbano,1960,Años de escolarización,0.0978776224499151
LBN,Líbano,1960,Democracia liberal,0.224
LBN,Líbano,1960,PIB per cápita,0.5160200088682331
LBN,Líbano,1960,Esperanza de vida,0.2272357429769818
LBN,Líbano,1960,Total,0.2251742132690512
LBN,Líbano,1965,Años de escolarización,0.1191828587626353
LBN,Líbano,1965,Democracia liberal,0.233
LBN,Líbano,1965,PIB per cápita,0.5360353065953367
LBN,Líbano,1965,Esperanza de vida,0.2491324621697052
LBN,Líbano,1965,Total,0.2467734080182336
LBN,Líbano,1970,Años de escolarización,0.1417929850750921
LBN,Líbano,1970,Democracia liberal,0.23
LBN,Líbano,1970,PIB per cápita,0.5482138301503096
LBN,Líbano,1970,Esperanza de vida,0.2725374097996738
LBN,Líbano,1970,Total,0.2642041732754629
LBN,Líbano,1975,Años de escolarización,0.1654127417231049
LBN,Líbano,1975,Democracia liberal,0.208
LBN,Líbano,1975,PIB per cápita,0.5759993123033174
LBN,Líbano,1975,Esperanza de vida,0.2823832403584638
LBN,Líbano,1975,Total,0.2735100534395947
LBN,Líbano,1980,Años de escolarización,0.1906471682975314
LBN,Líbano,1980,Democracia liberal,0.195
LBN,Líbano,1980,PIB per cápita,0.5789479843770536
LBN,Líbano,1980,Esperanza de vida,0.3013152238456615
LBN,Líbano,1980,Total,0.2837797474468341
LBN,Líbano,1985,Años de escolarización,0.2157523577741546
LBN,Líbano,1985,Democracia liberal,0.192
LBN,Líbano,1985,PIB per cápita,0.5655470083232452
LBN,Líbano,1985,Esperanza de vida,0.3132224046139684
LBN,Líbano,1985,Total,0.2926810315036789
LBN,Líbano,1990,Años de escolarización,0.2426896672262827
LBN,Líbano,1990,Democracia liberal,0.194
LBN,Líbano,1990,PIB per cápita,0.4816414279529339
LBN,Líbano,1990,Esperanza de vida,0.2761432813518575
LBN,Líbano,1990,Total,0.2813052471927437
LBN,Líbano,1995,Años de escolarización,0.2600246992616232
LBN,Líbano,1995,Democracia liberal,0.192
LBN,Líbano,1995,PIB per cápita,0.5651022504493024
LBN,Líbano,1995,Esperanza de vida,0.3863480838662706
LBN,Líbano,1995,Total,0.32311372623998
LBN,Líbano,2000,Años de escolarización,0.2782137658799426
LBN,Líbano,2000,Democracia liberal,0.197
LBN,Líbano,2000,PIB per cápita,0.5696096781592639
